# Task: lying,,,,,,,
# Frequency (Hz): 20,,,,,,,
# Clock (millisecond): 250,,,,,,,
# Duration (seconds): 120,,,,,,,
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Activity
0,39.58,0.49,1.92,0.73,17.67,0.47,Lying
250,39.25,0.43,2,0.71,17.75,0.43,Lying
500,39.25,0.43,1.67,0.94,17.67,0.47,Lying
750,39.5,0.5,2.67,0.47,17.75,0.43,Lying
1000,39.5,0.5,1,0,17.75,0.43,Lying
1250,39.5,0.5,1,0,17.5,0.5,Lying
1500,39.25,0.43,1,0,17.33,0.47,Lying
1750,39.25,0.43,2,0.82,17.67,0.47,Lying
2000,39.67,0.47,1.67,0.47,17.67,0.47,Lying
2250,39,0,2,0,16.75,1.09,Lying
2500,39.33,0.47,1.67,0.47,15.75,0.83,Lying
2750,39.5,0.5,1.75,0.83,16,1.22,Lying
3000,40,0,4.5,0.5,18,0,Lying
3250,39.5,0.5,3.67,0.94,17.5,0.5,Lying
3500,39.25,0.43,2.67,1.25,16.75,0.83,Lying
3750,39.67,0.47,5.5,0.5,18,0,Lying
4000,39.33,0.47,6,0,17.33,0.47,Lying
4250,39.5,0.5,5,0,17.75,0.43,Lying
4500,39.25,0.43,5.25,0.43,17,0.71,Lying
4750,39,0,3,0.71,17,0.71,Lying
5000,39,0,2.5,0.5,17,0,Lying
5250,39.25,0.43,2.5,0.5,16.75,0.43,Lying
5500,39.5,0.5,4,0,16.75,0.83,Lying
5750,39.67,0.47,3.25,0.43,17.33,0.94,Lying
6000,39.33,0.47,2.67,0.47,17.33,0.47,Lying
6250,39,0,3,0,17,0,Lying
6500,39.67,0.47,3,0,17.33,0.47,Lying
6750,39,0,2.5,0.5,16.5,0.5,Lying
7000,39.25,0.43,2,0,16.25,0.83,Lying
7250,39.5,0.5,2.67,0.47,16.25,1.3,Lying
7500,39.25,0.43,3.5,0.5,16,1,Lying
7750,40,0,3.67,0.47,17,0,Lying
8000,40,0,4,0,17.5,0.5,Lying
8250,39,0,4,0,17,1,Lying
8500,39.5,0.5,5,0,18,0,Lying
8750,39.33,0.47,4.75,0.43,17.33,0.47,Lying
9000,39,0,5,0,16.75,0.43,Lying
9250,39.5,0.5,5,0.82,17,0,Lying
9500,39,0,5,0,16.75,0.83,Lying
9750,39.33,0.47,4.75,0.43,17.33,0.47,Lying
10000,39.33,0.47,4.75,0.43,17,0,Lying
10250,39.25,0.43,4.25,0.43,17,1,Lying
10500,39.5,0.5,4,0,16.75,0.83,Lying
10750,39.67,0.47,4.5,0.5,17,0,Lying
11000,39,0,4,0,17.33,0.47,Lying
11250,39,0,4,0,17,0.82,Lying
11500,39,0,5.67,0.47,17,0.82,Lying
11750,39.33,0.47,5.5,0.5,16.67,0.47,Lying
12000,39.33,0.47,5,0,16.67,0.47,Lying
12250,39.25,0.43,5.25,0.43,17,0.71,Lying
12500,39,0,4.33,0.47,16.5,0.5,Lying
12750,39.5,0.5,4.5,0.5,17,1,Lying
13000,39.33,0.47,4.5,0.5,17.33,0.47,Lying
13250,39.5,0.5,4,0,17,0.71,Lying
13500,39,0,3.5,0.5,16.67,0.47,Lying
13750,39.33,0.47,4,0,16.5,0.5,Lying
14000,39.67,0.47,4.75,0.43,17,0.82,Lying
14250,39.25,0.43,5,0,17,0.71,Lying
14500,39.33,0.47,5,0,17,0.82,Lying
14750,39.33,0.47,4.75,0.43,17,0.82,Lying
15000,39.5,0.5,4,0,16.33,0.47,Lying
15250,39,0,4,0,17,0.71,Lying
15500,39.25,0.43,4.25,0.43,17,0,Lying
15750,39,0,4.25,0.43,17.25,0.83,Lying
16000,39.5,0.5,5.67,0.47,16.5,0.87,Lying
16250,39.5,0.5,4.5,1.5,13.75,1.3,Lying
16500,39.25,0.43,5.25,1.48,12,0,Lying
16750,39,0,5.5,1.8,8,2.45,Lying
17000,39,0,6.25,0.43,9.67,0.47,Lying
17250,39,0,5,0.82,8.67,0.47,Lying
17500,39.25,0.43,4.25,0.43,8.75,0.43,Lying
17750,39,0,3.5,0.87,9.33,0.47,Lying
18000,39.25,0.43,5.75,0.43,9,1.41,Lying
18250,39.5,0.5,6,0,9.67,0.47,Lying
18500,39.33,0.47,5,0,8.33,0.94,Lying
18750,39.67,0.47,5,0,8,0.82,Lying
19000,39.25,0.43,4,0.82,8.33,0.47,Lying
19250,39.33,0.47,3.5,0.87,8.67,0.47,Lying
19500,39.5,0.5,4,0.82,8.5,0.5,Lying
19750,39.25,0.43,6.5,2.06,7.5,0.87,Lying
20000,39,0,5.25,0.83,8.25,0.43,Lying
20250,39.25,0.43,5,1,8.75,0.43,Lying
20500,39.25,0.43,6,0,8.33,0.47,Lying
20750,39.5,0.5,5.5,0.5,8.25,0.83,Lying
21000,39,0,5.25,1.48,7.75,1.3,Lying
21250,39,0,4.75,1.64,8.67,0.47,Lying
21500,39.25,0.43,5.25,1.3,9,0,Lying
21750,39.5,0.5,7,1,7,0.82,Lying
22000,39,0,7.5,0.5,7.33,1.7,Lying
22250,39.67,0.47,4,1.22,15.67,0.47,Lying
22500,39.25,0.43,2.67,1.25,15.25,0.43,Lying
22750,39,0,2.33,0.47,15.5,0.5,Lying
23000,39.67,0.47,3,1.22,16,0.82,Lying
23250,39.67,0.47,1.5,0.5,16.33,0.94,Lying
