# Task: standing,,,,,,,
# Frequency (Hz): 20,,,,,,,
# Clock (millisecond): 250,,,,,,,
# Duration (seconds): 120,,,,,,,
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Activity
0,48,0,6.75,3.77,11,1.22,Standing
250,47.75,0.43,11.5,0.5,10,1,Standing
500,48,0,11.25,0.43,8.67,0.47,Standing
750,48,0,11.67,0.47,11,1.41,Standing
1000,48,0,10.25,1.79,12,0,Standing
1250,48,0,6.75,0.83,9.75,2.49,Standing
1500,48,0,8,1.41,6.75,2.59,Standing
1750,47.75,0.43,9,1.87,11.75,1.09,Standing
2000,47.5,0.5,10.5,1.5,6.75,3.56,Standing
2250,47.5,0.5,8,2.35,8.5,1.5,Standing
2500,47.5,0.5,11,0.82,7.33,2.49,Standing
2750,47.75,0.43,11.5,0.5,11.33,1.7,Standing
3000,47.5,0.5,9.33,0.47,8.67,0.47,Standing
3250,47,1,9.5,1.5,12,0,Standing
3500,46,1,11.75,0.43,9,0.71,Standing
3750,47,0.82,13,0.82,6.5,2.5,Standing
4000,47.25,0.43,10,1.41,5.33,2.87,Standing
4250,47.33,0.47,10.33,0.94,7.75,2.17,Standing
4500,47.5,0.5,9.33,1.7,6.67,3.09,Standing
4750,47.25,0.43,11,0.82,10,1,Standing
5000,47.5,0.5,10.75,0.43,11.5,0.5,Standing
5250,47.5,0.5,10.33,0.47,8.33,2.49,Standing
5500,47.5,0.5,6.5,2.5,8.25,2.05,Standing
5750,47.67,0.47,9.75,0.83,6,0,Standing
6000,48,0,10,0,5,2.35,Standing
6250,48,0,10,0.71,5.67,3.09,Standing
6500,47.5,0.5,7.67,1.25,9,0.82,Standing
6750,48,0,9.25,0.43,6.75,0.83,Standing
7000,47.75,0.43,9,0.71,8.25,1.92,Standing
7250,47.75,0.43,9.25,0.43,8.75,2.28,Standing
7500,47.75,0.43,10.75,0.43,5,4,Standing
7750,48,0,10.33,0.47,10.67,1.25,Standing
8000,48,0,11.25,0.83,11.67,0.47,Standing
8250,48,0,13,0.71,10,0.82,Standing
8500,48,0,15.75,0.83,9.75,1.3,Standing
8750,48,0,16.67,0.47,14,1.41,Standing
9000,47.25,1.3,11,1.22,15.5,2.18,Standing
9250,41.25,2.59,12,3.56,14.25,3.9,Standing
9500,45,0,12.25,1.09,11.75,5.93,Standing
9750,45.25,0.43,11.75,5.36,10.5,6.58,Standing
10000,45.25,0.43,14.25,1.48,16.5,1.12,Standing
10250,46.5,0.5,11.75,0.43,14.75,0.43,Standing
10500,47.5,0.5,11,0.82,15.33,0.94,Standing
10750,47.5,0.5,11.5,1.12,18.25,0.43,Standing
11000,47.5,0.5,15.5,0.5,16,1.58,Standing
11250,47.5,0.5,17.25,0.43,12.5,1.5,Standing
11500,47.5,0.5,17,0,9.67,0.47,Standing
11750,47.67,0.47,16.5,0.5,10,0.82,Standing
12000,47.5,0.5,16.33,0.47,10.5,1.5,Standing
12250,47.5,0.5,16.75,0.43,12.25,0.43,Standing
