# Task: standing,,,,,,,
# Frequency (Hz): 20,,,,,,,
# Clock (millisecond): 250,,,,,,,
# Duration (seconds): 120,,,,,,,
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Activity
0,46.25,0.43,18.25,0.43,14.75,0.43,Standing
250,46,0.71,18.5,0.87,14.25,0.83,Standing
500,46.25,0.83,18.5,0.87,13.75,0.83,Standing
750,46.25,0.83,18.67,0.47,14,0.82,Standing
1000,46,1,18.5,0.5,13.25,0.83,Standing
1250,46.25,0.43,18,0,13.8,1.47,Standing
1500,46.5,0.5,18.75,0.43,15,0.71,Standing
1750,46.5,0.5,18.33,0.47,15.33,0.47,Standing
2000,46.5,0.5,18.25,0.43,14.25,1.3,Standing
2250,46.33,0.94,19.25,1.3,13,0.82,Standing
2500,46.25,0.43,19,1.22,13.75,1.3,Standing
2750,45.5,0.5,18.5,0.87,14,1,Standing
3000,45,0,18,0,14,1,Standing
3250,45.5,0.5,18,0,13.5,1.12,Standing
3500,45.5,0.5,18.5,0.5,13.25,1.09,Standing
3750,45.5,0.5,18.75,0.43,14.25,0.83,Standing
4000,45.5,0.5,18,0,14.25,0.83,Standing
4250,45,0,17.75,0.43,14.5,0.87,Standing
4500,45.25,0.43,18.33,0.47,14,0.82,Standing
4750,45.25,0.43,18,0,13.5,0.5,Standing
5000,45,0,17.5,0.5,12.67,0.47,Standing
5250,45,0,17.25,0.83,13,0.71,Standing
5500,45,0,17.75,0.43,12.75,0.43,Standing
5750,45,0,18,0,12.75,0.43,Standing
6000,45,0,18.25,0.43,13.25,1.3,Standing
6250,45,0,18.25,0.43,13.75,0.43,Standing
6500,45,0,18,0,13.5,0.5,Standing
6750,45,0,18.25,0.43,14,1,Standing
7000,45,0,18,0,14.25,0.83,Standing
7250,45,0,18,0,14,1,Standing
7500,45,0,18.33,0.47,14.33,0.94,Standing
7750,45,0,18.25,0.43,15.5,0.5,Standing
8000,45.33,0.47,18,0,15.33,0.47,Standing
8250,45,0,18.33,0.47,15.75,0.83,Standing
8500,45,0,18.5,0.5,15.25,0.43,Standing
8750,45,0,18.75,0.43,15,0,Standing
9000,45.25,0.43,18.75,0.83,14.5,0.5,Standing
9250,45.5,0.5,19,0.71,15,0,Standing
9500,45.5,0.5,18.33,0.47,14,0.82,Standing
9750,45.25,0.43,18.5,0.87,14.5,0.5,Standing
10000,45.25,0.43,17.75,0.43,14.5,0.5,Standing
10250,45.5,0.5,18,0,14.5,0.5,Standing
10500,45.25,0.43,18.33,0.47,14.33,0.47,Standing
10750,45,0,18.25,0.43,14.67,0.47,Standing
