# Task: cycling,,,,,,,
# Frequency (Hz): 20,,,,,,,
# Clock (millisecond): 250,,,,,,,
# Duration (seconds): 120,,,,,,,
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Activity
0,37,1,20,6.16,21.25,2.17,Cycling
250,34.33,2.36,20.25,10.57,11.67,1.25,Cycling
500,31,3.56,18.67,2.49,18.5,2.6,Cycling
750,36.75,2.86,13.75,2.86,19.5,1.5,Cycling
1000,42,0.71,13.25,2.05,19,1.87,Cycling
1250,34.5,4.97,16.75,3.96,16.25,3.03,Cycling
1500,34.5,1.5,24.5,0.5,16,0,Cycling
1750,29.33,6.55,17,6.38,19.25,2.28,Cycling
2000,37.25,4.02,16.5,3.84,20.75,1.92,Cycling
2250,43.5,1.5,18.67,0.94,12.67,4.78,Cycling
2500,36.75,2.59,11,4.97,20.75,1.79,Cycling
2750,32,1.41,23.75,0.43,16,0.82,Cycling
3000,32.25,6.18,17.5,3.57,16.75,4.32,Cycling
3250,39,2.24,12.25,6.76,21.25,0.43,Cycling
3500,42.33,0.47,11,5.89,19.5,4.5,Cycling
3750,38.8,3.43,14.4,3.14,14.75,1.48,Cycling
4000,35,1.41,19.33,0.94,13.25,5.63,Cycling
4250,35.75,4.44,17.25,1.48,18,0,Cycling
4500,37.5,1.5,12.75,5.93,16,1,Cycling
4750,42,0.71,17.25,2.28,16.67,1.7,Cycling
5000,39,2.24,12.75,7.46,16.75,3.27,Cycling
5250,34.25,3.03,19.5,2.18,14.75,2.68,Cycling
5500,30.75,6.83,15.25,3.49,12.25,1.64,Cycling
5750,36.75,3.9,13,5.61,12.75,2.49,Cycling
6000,42.75,1.09,17.5,2.18,19.25,2.49,Cycling
6250,40.5,2.69,17.25,4.32,17.33,1.7,Cycling
6500,34.67,3.09,18,0.82,20,1,Cycling
6750,33,3.67,18.5,0.5,14.5,3.35,Cycling
7000,36,2.16,10.75,5.26,17,3.56,Cycling
