# Task: bending1,,,,,,,
# Frequency (Hz): 20,,,,,,,
# Clock (millisecond): 250,,,,,,,
# Duration (seconds): 120,,,,,,,
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Activity
0,42,0,18.5,0.5,12,0,Bending1
250,42,0,18,0,11.33,0.94,Bending1
500,42.75,0.43,16.75,1.79,18.25,0.43,Bending1
750,42.5,0.5,16.75,0.83,19,1.22,Bending1
1000,43,0.82,16.25,0.83,18,0,Bending1
1250,43.67,0.47,12.75,0.83,19,0.82,Bending1
1500,43.5,0.5,12,0,19.75,0.43,Bending1
1750,43.5,0.5,13.75,0.83,18.5,0.5,Bending1
2000,43.33,0.47,15.33,0.47,20.5,0.5,Bending1
2250,43.5,0.5,18,1.87,20.5,0.87,Bending1
2500,43.5,0.5,18.5,0.5,19.5,1.66,Bending1
2750,43.75,0.83,19.67,0.47,16,0.82,Bending1
3000,44.25,0.43,21,0,17.2,0.75,Bending1
3250,44,0.71,21,0,16.5,0.87,Bending1
3500,43.75,0.83,19.25,1.3,17.25,2.28,Bending1
3750,43.75,0.43,20,1.41,19.33,0.94,Bending1
4000,43.33,0.94,18,1.41,21.33,0.47,Bending1
4250,42.5,0.87,13.75,1.3,19.5,1.66,Bending1
4500,42.33,0.47,17,1.41,16.25,1.3,Bending1
4750,41.75,0.43,17.25,0.83,14,1,Bending1
5000,41.5,0.5,15.5,1.12,17,1.22,Bending1
5250,42,0,16.5,0.5,19.25,0.83,Bending1
5500,42.67,0.47,17,1.22,22,1.63,Bending1
5750,42,0,15,0,23.5,0.5,Bending1
6000,41.5,0.5,14.67,0.47,24,0,Bending1
6250,40.75,0.83,15,1.22,23.75,0.43,Bending1
6500,41.5,0.5,17.25,0.83,24.75,1.3,Bending1
6750,42,0,16,0,27.33,0.47,Bending1
7000,42,0,15.33,2.49,28.5,0.87,Bending1
7250,42,0,8,3.27,26.75,1.79,Bending1
7500,42.75,0.83,11.25,3.34,23,1.22,Bending1
7750,42.67,0.47,10.67,1.25,21,0,Bending1
8000,42.2,0.4,12.2,0.4,21.17,0.37,Bending1
8250,42.75,0.43,14.5,0.5,21,0,Bending1
8500,43.5,0.5,15,0,21,0,Bending1
8750,43.67,0.47,15,0,21.33,0.47,Bending1
9000,44.5,0.5,15,0,21,0,Bending1
9250,44.5,0.5,14.75,0.43,21.25,0.43,Bending1
9500,44.5,0.5,15,0,21.25,0.43,Bending1
9750,44.25,0.83,14.5,0.5,21,0,Bending1
10000,44.5,0.5,15,0,21,0,Bending1
10250,44.5,0.5,15,0,21,0,Bending1
10500,44.5,0.5,15,0,21,0,Bending1
10750,44.5,0.5,14.75,0.43,21,0,Bending1
11000,43.5,1.12,11.5,0.5,21.75,0.43,Bending1
11250,42.25,0.43,15.25,4.44,23.25,1.92,Bending1
11500,42,0,14.75,3.42,26.67,2.05,Bending1
11750,44,0.82,13.67,1.25,30.25,0.43,Bending1
12000,42.75,0.83,19.75,1.09,30.5,0.87,Bending1
12250,42,0,20.25,0.83,30.75,0.83,Bending1
12500,42,0,21.5,0.5,30.67,0.47,Bending1
12750,42.25,0.43,24,0,30,0,Bending1
13000,42.5,0.5,24.75,0.43,30,0,Bending1
13250,42.5,0.5,26.33,0.47,30,0,Bending1
13500,42.5,0.5,25.25,0.43,29.5,0.5,Bending1
13750,42.67,0.47,24.5,0.5,29,0,Bending1
14000,42.33,0.47,24.33,0.47,29.75,0.43,Bending1
14250,42.8,0.4,24.8,0.4,29.5,0.5,Bending1
14500,42.5,0.5,24.67,0.47,30,0,Bending1
14750,42.5,0.5,25,0,29.25,0.43,Bending1
15000,42.75,0.83,23.5,1.5,29.75,0.43,Bending1
15250,42.75,0.43,13.25,2.86,30.5,0.5,Bending1
15500,43,0.71,9.5,5.12,30.25,0.43,Bending1
15750,42.75,0.83,12.5,5.17,30,0,Bending1
16000,42.5,0.5,19,1.22,30,0,Bending1
16250,42.67,0.47,13,2.55,30.33,0.47,Bending1
16500,42,0,5.5,2.5,30,0,Bending1
16750,41.75,0.43,4,0,30,0,Bending1
17000,42,0,7,1.41,29.5,0.5,Bending1
17250,42,0,8.25,1.09,30,0,Bending1
17500,42,0,12,0,30,0,Bending1
17750,42,0,14.67,2.05,30,0,Bending1
18000,42,0,17,0.71,30,0,Bending1
18250,42,0,15.5,0.5,30,0,Bending1
18500,42,0,16.5,0.87,30,0,Bending1
18750,42,0,12.5,2.29,30,0,Bending1
19000,42,0,13,1.41,30,0,Bending1
19250,42,0,14.25,1.48,30,0,Bending1
19500,42,0,15.75,1.92,30,0,Bending1
19750,42,0,18,0,30,0,Bending1
20000,42,0,17.25,0.83,30,0,Bending1
20250,42,0,17.25,1.79,29.75,0.43,Bending1
20500,42,0,17.5,0.5,30,0,Bending1
20750,42,0,18,0,30,0,Bending1
21000,42,0,15.5,1.12,30,0,Bending1
21250,42.67,0.47,13.67,2.49,30.25,0.43,Bending1
21500,44.5,0.5,17,1.22,28,1.22,Bending1
21750,45,0,13,1,26.5,0.87,Bending1
22000,45,0,13,1.58,25.25,1.3,Bending1
22250,43.75,1.09,12.5,0.87,22.25,1.3,Bending1
22500,42.75,0.83,15,0,18.75,0.83,Bending1
22750,42,0,12.5,1.5,17.5,0.5,Bending1
23000,41.5,0.5,11.25,0.83,14.5,0.87,Bending1
23250,42,0,14.25,0.83,15.5,1.8,Bending1
23500,42,0,15,0,18.33,0.47,Bending1
23750,42,0,14.5,0.5,20.75,0.43,Bending1
24000,42,0,18.5,1.12,16,1.41,Bending1
24250,42,0,17.25,0.83,15.75,0.83,Bending1
24500,42,0,15.75,0.43,13,0.71,Bending1
24750,42,0,14,0.82,14.25,1.3,Bending1
25000,42,0,13,0.71,18.25,2.17,Bending1
25250,42.25,0.43,12,0,21.25,0.43,Bending1
25500,42.25,0.43,12.5,0.5,22,0.71,Bending1
25750,42.25,0.43,13,0,21.5,0.5,Bending1
26000,42.75,0.83,13.5,0.5,22.5,0.5,Bending1
26250,43,0.71,12.5,0.5,22.75,0.43,Bending1
26500,42.5,0.5,12.25,0.43,22.25,0.43,Bending1
26750,43,1,12,0,23,0,Bending1
27000,43.5,0.5,11.5,0.87,23.5,0.5,Bending1
27250,43.67,0.47,12,0,23.33,0.47,Bending1
27500,43.5,0.5,14,1,22.75,0.43,Bending1
27750,43.5,0.5,15.75,0.83,21.25,0.43,Bending1
28000,43.67,0.47,17.33,0.47,21,0,Bending1
28250,44.5,0.5,18,0,21,0,Bending1
28500,44.25,0.43,17,0.71,21.67,0.47,Bending1
28750,44,0.71,16.25,0.43,22,0.71,Bending1
29000,43.75,0.43,16.25,0.43,21.5,0.5,Bending1
29250,43.75,0.43,15,0,21.25,0.43,Bending1
29500,43.75,0.43,15,0,21.33,0.47,Bending1
29750,43.75,0.43,16,0.71,22,0.71,Bending1
30000,44.33,0.47,15.33,0.47,22.67,0.47,Bending1
30250,44.5,0.5,16,0.71,22.5,1.12,Bending1
30500,44.33,0.47,15.5,0.5,22.5,0.5,Bending1
30750,44.5,0.5,15,0,23.5,0.5,Bending1
31000,44.5,0.5,15.25,0.43,23.5,0.5,Bending1
31250,44.5,0.5,15,0,23.5,0.5,Bending1
31500,44.5,0.5,13.75,1.3,25.5,0.87,Bending1
31750,44.5,0.5,10.25,1.09,24.75,0.83,Bending1
32000,44.5,0.5,11.25,0.83,22.75,1.3,Bending1
32250,44.5,0.5,6.5,0.5,24.25,0.43,Bending1
32500,44.25,0.43,11.25,1.3,24.25,0.43,Bending1
32750,43.75,0.83,15,0,21.67,0.94,Bending1
33000,43.5,0.5,12,1.41,23.25,0.43,Bending1
33250,43,0.71,11.5,0.87,21.5,0.87,Bending1
33500,42.67,0.47,11.75,0.43,21.33,0.47,Bending1
33750,42.33,0.47,10.25,1.09,21,0,Bending1
34000,42,0,12.5,1.12,23.25,0.43,Bending1
34250,42,0,15.33,0.47,21.25,0.43,Bending1
34500,42.75,0.43,17.25,0.83,21,0,Bending1
34750,43.5,0.5,18,0,21,0,Bending1
35000,43.5,0.5,17.75,0.43,21.5,0.5,Bending1
35250,43.5,0.5,17.67,0.47,21.67,0.94,Bending1
35500,44.5,0.5,16.75,0.83,23,0.71,Bending1
35750,43.67,0.47,16,0,23.67,0.47,Bending1
36000,43.5,0.5,15,0,23.75,0.43,Bending1
36250,43.33,0.47,15,0,23.5,0.5,Bending1
36500,43.33,0.47,14.67,0.47,24,0,Bending1
36750,43.5,0.5,15,0,24,0,Bending1
37000,43.75,0.43,14.25,0.43,23.75,0.43,Bending1
37250,44.25,0.43,14,0,24,0,Bending1
37500,44,0.71,14.5,0.5,24,0,Bending1
37750,43.75,0.43,15,0,23.75,0.43,Bending1
38000,44.25,0.83,15,0,24,0,Bending1
38250,44.25,0.43,15,0,24,0,Bending1
38500,44.5,0.5,16.5,1.5,23,1.22,Bending1
38750,44.5,0.5,17,1,22.75,1.3,Bending1
39000,44.75,0.43,15.75,0.43,24,0,Bending1
39250,44.5,0.5,16.5,0.5,24,0,Bending1
39500,44.67,0.47,15.25,0.43,24,0,Bending1
39750,44.5,0.5,17,1,24,0,Bending1
40000,44.75,0.43,17.75,0.43,24,0,Bending1
40250,44.33,0.47,18,0,24,0,Bending1
40500,44.5,0.5,18,0,23.5,0.5,Bending1
40750,44.5,0.5,17,1.22,22.75,0.83,Bending1
41000,44,0.71,13,1.22,23.25,0.83,Bending1
41250,42.25,0.43,15.25,1.79,24,0.71,Bending1
41500,42.25,0.43,18,2.12,20.5,1.5,Bending1
41750,43,0.71,18.33,0.47,20,1.41,Bending1
42000,44.25,0.43,18.5,0.5,18.75,1.3,Bending1
42250,44.5,0.5,18.25,0.43,18,0,Bending1
42500,44.67,0.47,16.25,1.64,24,0,Bending1
42750,44,0.71,17.5,1.12,23,2.12,Bending1
43000,43.67,0.47,23.33,0.94,23.5,0.5,Bending1
43250,44.5,0.5,23,1.22,22.75,0.83,Bending1
43500,44.5,0.5,23,0.71,23.75,0.43,Bending1
43750,44.5,0.5,21.5,1.12,24,0,Bending1
44000,45,0,17.75,0.43,23.75,0.43,Bending1
44250,44.75,0.43,18,0,22.5,0.5,Bending1
44500,44.75,0.43,18.25,0.43,22.25,0.83,Bending1
