# Task: bending1,,,,,,,
# Frequency (Hz): 20,,,,,,,
# Clock (millisecond): 250,,,,,,,
# Duration (seconds): 120,,,,,,,
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Activity
0,47.33,0.47,28,0.82,34.25,1.3,Bending1
250,47.5,0.5,29,1.22,36,0,Bending1
500,47.5,0.5,30,0,36.75,0.83,Bending1
750,47,0.71,28,1.22,37,1.22,Bending1
1000,45,0.71,24.25,1.79,36,0,Bending1
1250,41,3,22.5,1.12,36,0,Bending1
1500,36.25,0.43,26.75,0.43,36,0,Bending1
1750,36,0,28,0.71,36,0,Bending1
2000,38.5,2.29,24,2.12,35,1.22,Bending1
2250,43.75,1.3,21.25,0.43,33.75,1.3,Bending1
2500,45,0,24,0,36.25,0.43,Bending1
2750,46.25,0.43,26.75,0.43,37,1,Bending1
3000,46.5,0.5,27,0,37,1,Bending1
3250,46.5,0.5,27,0,36.75,0.83,Bending1
3500,45.75,0.83,24.75,1.3,36.25,0.43,Bending1
3750,43.75,1.09,23,0,36,0,Bending1
4000,42,0,23.75,0.43,36,0,Bending1
4250,42.33,0.47,23.5,0.87,36,0,Bending1
4500,43.67,0.47,21,0,36,0,Bending1
4750,44.75,0.43,22,0.71,36,0,Bending1
5000,45,0,22.25,0.43,36,0,Bending1
5250,45,0,22.75,0.43,36.75,0.83,Bending1
5500,45.5,0.5,23.75,0.43,37,1,Bending1
5750,46.5,0.5,24.25,0.43,37.25,1.3,Bending1
6000,46.75,0.43,24.5,0.5,37,1,Bending1
6250,46.25,0.83,24.33,0.47,36.67,0.94,Bending1
6500,45.25,0.43,22.4,1.2,36.2,0.4,Bending1
6750,43,1.41,21,0,34,1.41,Bending1
7000,38.5,1.8,24,0,33,0,Bending1
7250,36,0,27.33,1.25,34,1.41,Bending1
7500,36,0,28.75,0.83,35.5,0.87,Bending1
7750,39.5,2.29,25.5,1.5,36,0,Bending1
8000,44,0.82,21.25,1.48,36,0,Bending1
8250,45,0,21.5,1.12,36,0,Bending1
8500,46.33,0.47,24,0,36.75,0.83,Bending1
8750,47.5,0.5,26.5,0.5,37,1,Bending1
9000,47.75,0.43,27.5,0.5,37,1,Bending1
9250,47.5,0.5,27.25,0.43,37.5,1.5,Bending1
9500,46.5,0.5,26,0.82,37,1.41,Bending1
9750,45.75,0.83,24.25,0.43,37,1,Bending1
10000,45,0,26,1.58,37.75,1.3,Bending1
10250,45.25,0.43,24.75,1.92,38.5,0.5,Bending1
10500,45.67,0.47,21.5,0.5,38.67,0.47,Bending1
10750,45.75,0.43,22.25,0.43,38.5,0.5,Bending1
11000,45.5,0.5,22.75,0.43,38.5,0.5,Bending1
11250,45.5,0.5,24.25,0.43,38.5,0.5,Bending1
11500,45,0,24,0,38.5,0.5,Bending1
11750,45,0,24,0,38.25,0.83,Bending1
12000,45,0,23.75,0.43,37.75,1.3,Bending1
12250,45.25,0.43,24,0,37.5,1.5,Bending1
12500,45,0,23.75,0.43,37.5,1.5,Bending1
12750,45.25,0.43,23.5,0.5,37.5,1.5,Bending1
13000,45,0,23.25,0.43,37.5,1.5,Bending1
13250,45,0,21.67,0.47,37.67,0.94,Bending1
