# Task: walking,,,,,,,
# Frequency (Hz): 20,,,,,,,
# Clock (millisecond): 250,,,,,,,
# Duration (seconds): 120,,,,,,,
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Activity
0,38.5,3.77,15.5,1.8,20.5,1.66,Walking
250,33.67,3.86,13.33,3.4,16,5,Walking
500,40.33,6.55,9.67,3.3,18,4.24,Walking
750,34.5,5.59,15.33,4.5,22.75,1.64,Walking
1000,31.75,4.21,17.25,1.92,20.25,4.26,Walking
1250,39,3,13.25,4.21,11.25,1.92,Walking
1500,37.25,2.49,16.33,0.94,11,0.82,Walking
1750,37.5,3.35,21,4.24,18.33,0.47,Walking
2000,41.33,4.5,22.75,2.17,14.67,2.87,Walking
2250,31.75,1.3,15.25,3.27,12.75,1.92,Walking
2500,26.33,1.7,15,0,19,0,Walking
2750,36.67,5.73,19.33,1.25,10.75,7.89,Walking
3000,37.33,1.25,21.25,1.79,13,1.41,Walking
3250,33,5.79,17.5,1.12,17.25,3.9,Walking
3500,36.5,7.89,12.25,4.44,15.25,7.82,Walking
3750,30,6.48,13.33,1.25,18.75,2.49,Walking
4000,23.75,5.49,17.75,2.05,20.75,2.17,Walking
4250,36,6.96,13.25,5.76,14.5,4.27,Walking
4500,33.5,3.91,10,4.08,18.75,2.28,Walking
4750,32.5,2.87,10,1.87,13,1.22,Walking
5000,38.5,4.33,17.25,3.11,15,7.14,Walking
5250,25,1,14.33,0.94,13.33,3.68,Walking
5500,23,4,16.5,1.5,9.5,0.5,Walking
5750,37.5,4.5,16,3.67,20,1,Walking
6000,27,6.36,16,1.41,13,1.41,Walking
6250,30.75,6.14,16,3.39,18.5,5.94,Walking
6500,33.25,10.11,14,2.45,17.33,5.19,Walking
6750,31.33,1.25,14,2.74,20.67,2.87,Walking
7000,24,4.24,19.5,2.87,16.75,4.44,Walking
7250,35,8.75,19.5,1.8,16.33,3.68,Walking
7500,35,1.41,15,4.24,16.25,1.92,Walking
7750,36.25,0.43,24.5,0.5,16,2.35,Walking
8000,42.75,1.92,19,4.12,18.5,2.06,Walking
8250,32.75,4.21,11.75,4.76,15.75,4.15,Walking
8500,30,2.45,17.25,3.56,21.33,0.47,Walking
8750,37.5,5.32,18.5,0.5,19.25,3.03,Walking
9000,40,3.24,17.5,3.77,18,3.67,Walking
9250,31,8.4,20.75,3.42,17,5.05,Walking
9500,41,3.81,19.25,1.3,17.25,4.32,Walking
9750,28,5.87,16,1.87,15.25,5.63,Walking
10000,30.75,5.12,17.75,2.86,19.75,2.49,Walking
10250,35.75,3.49,10.5,4.5,14.75,3.42,Walking
10500,36.33,6.02,24,0,18,2.16,Walking
10750,37.5,4.56,13.75,7.01,19,3.61,Walking
11000,36.75,13.27,10.75,4.09,15,2.45,Walking
11250,31.25,6.61,15.25,4.76,18.75,1.79,Walking
11500,26.75,8.9,12.75,1.3,18.25,1.79,Walking
11750,37,5.1,14.75,3.11,18.67,0.94,Walking
12000,32.33,3.3,16,2.16,16,3.67,Walking
12250,36.67,0.94,17.67,2.87,14.5,5.32,Walking
12500,42.5,3.5,14.5,3.57,16,0.82,Walking
12750,35.25,6.5,14.75,2.49,19.5,3.2,Walking
13000,25,2.45,17.25,1.79,17,5.96,Walking
13250,40.25,4.76,15.25,3.27,16.5,2.6,Walking
13500,36.75,5.36,18.25,5.63,17.5,2.5,Walking
13750,35,5.61,22.5,2.69,17.5,3.5,Walking
14000,40.25,6.61,10.5,2.69,16.5,2.96,Walking
14250,29.25,2.59,16.67,0.94,15.75,3.49,Walking
14500,27.25,6.61,18.75,2.28,15,0,Walking
14750,42,5.52,16.67,1.25,10,5.1,Walking
15000,33.25,1.79,21,0,17.67,0.47,Walking
15250,36,4.24,17.5,1.66,17.67,2.49,Walking
15500,40.5,5.68,17.75,0.83,16.25,2.86,Walking
15750,33,0,17.75,2.86,17.33,2.62,Walking
16000,32,4.34,14.25,2.86,13.8,5.56,Walking
16250,41.33,6.24,16.25,1.79,16.33,0.94,Walking
16500,38.67,0.47,13,1.63,17,2,Walking
16750,37,2.83,10.67,5.79,20.25,4.92,Walking
17000,39.75,3.9,13.75,1.64,14.5,5.41,Walking
17250,40.75,9.18,14.5,2.29,14.5,3.5,Walking
17500,26,3,20.5,1.5,20.25,2.86,Walking
17750,32.75,5.76,12.5,7.02,15.75,3.56,Walking
18000,40.5,4.97,13,6,18.25,2.38,Walking
18250,37.25,1.3,15.25,4.71,18.5,2.18,Walking
18500,37.5,3.35,14,1.41,18,0,Walking
18750,44,2.45,12.25,2.95,14,1.87,Walking
19000,32,9.3,11,2.12,20.67,0.47,Walking
19250,24.25,0.43,18.5,4.09,18.75,3.11,Walking
19500,33,2.83,11.75,2.17,12.25,2.49,Walking
19750,42.25,4.92,13.25,2.86,17.5,3.35,Walking
20000,37.75,1.3,15,2.12,22.5,1.5,Walking
20250,39.5,2.6,15.67,2.05,14.33,5.19,Walking
20500,44.75,1.79,13.8,3.92,14.4,2.06,Walking
20750,29.75,7.76,14,0,16.5,4.5,Walking
21000,32.75,2.17,17.33,1.7,15.33,3.77,Walking
21250,38,7.71,12.75,3.77,18.75,1.48,Walking
21500,37,1.41,20,4.24,19.33,2.62,Walking
21750,36,2.45,21.33,2.05,19.75,3.49,Walking
22000,38,4.3,17.25,2.28,16.5,3.64,Walking
22250,41.5,5.94,16,2.74,12.25,6.3,Walking
22500,28,12.19,9.75,1.48,18.5,4.09,Walking
22750,33.25,1.79,11.33,0.94,21.25,0.83,Walking
23000,42.75,4.32,17.75,2.95,18.25,0.43,Walking
23250,40,0.71,16.75,4.21,19,2.12,Walking
23500,38.5,2.6,16.5,6.69,14.75,2.17,Walking
23750,42.67,2.05,17.25,0.83,9,6,Walking
24000,34.25,11.32,9.5,0.5,15.5,3.5,Walking
24250,28.5,7.83,12.75,2.77,17,3.54,Walking
24500,32.67,7.93,13.75,4.26,12.67,2.05,Walking
24750,41,5.2,11.75,4.09,14.75,2.49,Walking
25000,39.33,0.47,17.33,4.03,15.75,2.49,Walking
25250,32.75,5.4,11,4.64,13.25,2.59,Walking
25500,43.75,2.49,12.75,3.27,15.75,3.9,Walking
25750,35,8.22,15.5,2.29,12.25,3.34,Walking
26000,25.25,3.83,12.5,1.8,20,6.38,Walking
26250,35,2.74,15.33,2.62,15.5,3.2,Walking
26500,36.25,4.6,13.67,4.64,13.33,4.11,Walking
26750,37.75,1.3,18.25,3.27,11.25,2.49,Walking
27000,37,1.41,13.33,6.8,18.25,2.38,Walking
27250,45,2.45,12,0,14.33,3.86,Walking
27500,32.25,9.28,16.25,1.3,19.5,2.96,Walking
27750,24.75,0.83,15.5,3.57,19.5,4.5,Walking
28000,30.75,5.76,18.25,3.27,21.25,2.77,Walking
28250,43.5,4.97,16.5,2.69,19.5,2.69,Walking
