# Task: walking,,,,,,,
# Frequency (Hz): 20,,,,,,,
# Clock (millisecond): 250,,,,,,,
# Duration (seconds): 120,,,,,,,
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Activity
0,31.5,3.77,14.5,2.29,17,4.58,Walking
250,27,2.12,16.75,2.86,20,2.12,Walking
500,34,4.53,16.67,1.7,16.33,3.09,Walking
750,32,4.58,21.25,2.77,17,1.22,Walking
1000,35.33,2.49,18.5,3.5,16,2.83,Walking
1250,42.75,4.82,13.33,4.19,14.5,2.5,Walking
1500,33.75,1.3,11,3.67,21,5.52,Walking
1750,31.5,6.1,14.75,4.32,15.25,3.7,Walking
2000,41.33,4.5,19.25,4.76,15.33,2.49,Walking
2250,35.5,1.8,20.5,3.35,14.5,3.04,Walking
2500,36.75,3.9,22.75,3.03,16.75,2.28,Walking
2750,42.5,4.77,24.25,0.43,12.5,5.41,Walking
3000,28.67,1.7,20.67,4.03,21.5,2.29,Walking
3250,24.75,6.3,17.5,3.77,19.5,4.03,Walking
3500,37.75,5.02,20,4.74,11.25,6.8,Walking
3750,36,6.6,14.25,5.36,15.25,3.27,Walking
4000,35.5,3.91,10,1.41,17.25,2.49,Walking
4250,41.75,4.26,13.25,3.49,15.25,4.44,Walking
4500,34.25,8.9,14.25,2.49,15,1.22,Walking
4750,33.75,3.9,16.5,3.2,19,3.16,Walking
5000,40,4.85,10.67,2.62,15.67,2.62,Walking
5250,36,2.55,10.25,1.48,17,5.34,Walking
5500,32.5,5.36,14,1.41,20.67,0.47,Walking
5750,40.5,10.74,11.2,1.72,13,6.13,Walking
6000,29,2.24,13.33,3.86,12.67,3.3,Walking
6250,31.25,4.92,16.5,2.96,13.75,3.49,Walking
6500,38.25,4.21,14.25,3.9,15.25,5.76,Walking
6750,36.67,3.3,18.5,2.29,19.33,5.91,Walking
7000,31.33,6.13,9.5,5.41,19.67,1.25,Walking
7250,41.67,3.3,10.67,1.25,18,3.27,Walking
7500,28,12.47,12.5,2.18,16,2.94,Walking
7750,26.5,3.35,15.25,2.28,18.75,2.86,Walking
8000,36,4.24,12.75,3.11,17,2.12,Walking
8250,35.5,6.18,11.25,2.86,15,2.12,Walking
8500,28.75,3.27,17,1.73,10.75,7.63,Walking
8750,37.25,5.76,13.25,2.49,15.5,3.91,Walking
9000,32.5,8.5,12.75,4.44,14.75,5.31,Walking
9250,27,3.67,12.5,2.87,12.25,3.19,Walking
9500,34.75,6.91,13.33,2.62,12.33,2.49,Walking
9750,34.67,3.09,13.5,6.8,12.67,3.4,Walking
10000,33,2.12,18,0.71,16,1.41,Walking
10250,34.67,1.89,16.67,1.89,18.75,2.49,Walking
10500,33.5,3.57,15,1.87,14.75,1.79,Walking
10750,30.75,1.3,15,4.3,19,2.45,Walking
11000,35,6.52,15.75,3.9,13.67,6.13,Walking
11250,39.5,3.91,15.75,5.67,17.67,0.47,Walking
11500,36.25,3.83,17,3.24,13.5,1.12,Walking
11750,41.75,2.17,15.75,3.96,13.25,4.97,Walking
12000,33,3.32,15,3,19.67,5.44,Walking
12250,30.5,4.92,18.25,2.28,16.5,4.72,Walking
12500,40.75,7.33,14.5,2.29,17,1.73,Walking
12750,30.67,6.24,23.25,1.92,18.67,0.94,Walking
13000,34.67,4.64,13.33,3.4,17.5,3.77,Walking
13250,34.33,8.34,15,0,16.33,1.25,Walking
13500,39.5,5.12,16,3.74,16.75,4.76,Walking
13750,28.5,9.23,15.5,2.6,17.25,2.86,Walking
14000,41,3.61,9.25,4.32,12,3.94,Walking
14250,37.5,3.2,15.75,5.76,13.25,3.77,Walking
14500,35.25,3.11,17.25,1.79,12,3.67,Walking
14750,37,3.39,17.33,1.7,15,2.94,Walking
15000,33.5,2.87,15.5,2.29,19,4.06,Walking
15250,33,3,14,1.41,12.5,9.18,Walking
15500,40.75,5.07,17.5,3.04,15.75,3.42,Walking
15750,33.75,3.27,16.5,4.39,7.25,4.87,Walking
16000,32.75,5.4,16.5,2.87,13,1.58,Walking
16250,33,14.82,12.75,4.15,10.5,7.53,Walking
16500,36.25,2.17,12.25,5.21,16.5,2.87,Walking
16750,34.33,3.09,13.25,2.77,13,2.16,Walking
17000,39.67,2.05,16.5,1.5,12,3,Walking
17250,37,0.82,14.67,2.87,9.5,4.39,Walking
17500,36,3.54,13.5,2.6,14.5,2.6,Walking
17750,36,6.63,11,7.07,15,3,Walking
18000,32.25,0.83,15.5,2.69,17,2.92,Walking
18250,32.25,4.15,14.5,5.94,12.25,2.17,Walking
18500,36.5,11.46,17.75,4.15,15.75,2.28,Walking
18750,36.5,2.18,11.5,5.94,14.75,3.9,Walking
19000,32.25,8.7,17.75,1.92,14.25,2.77,Walking
19250,38.5,3.2,15.75,3.77,19,4.58,Walking
19500,30.25,7.92,16,1.22,19.5,2.06,Walking
19750,28.5,1.5,12.5,6.5,17.5,0.5,Walking
20000,35.83,4.02,17.8,2.04,16.17,4.81,Walking
20250,37.5,1.5,20.75,1.09,15.5,4.72,Walking
20500,39.5,4.09,18.25,0.43,17,6.36,Walking
20750,35.5,6.18,19.67,1.25,18,0,Walking
21000,29.75,2.17,17.25,3.9,19.75,1.79,Walking
21250,36.75,5.93,15.75,3.9,15.75,3.27,Walking
21500,29.75,4.6,18.5,6.34,13.25,5.72,Walking
21750,33.5,3.35,19,3.08,11,5.89,Walking
22000,36.67,5.15,18.25,3.11,15.75,7.15,Walking
22250,35.25,5.36,10.75,4.38,17.5,2.5,Walking
22500,24.33,2.36,14.75,1.64,21.33,2.49,Walking
22750,35.25,8.26,15,2.45,20.5,2.6,Walking
23000,39.75,1.3,19.25,5.07,13,6.12,Walking
23250,35.33,3.3,18,0.82,19.25,3.03,Walking
23500,40.8,4.07,11.8,4.79,14.75,1.92,Walking
23750,28.33,1.25,13.33,0.94,23.5,3.57,Walking
24000,35.25,2.59,14.25,4.44,17,2.74,Walking
24250,41.33,3.3,13.67,8.34,14.25,5.76,Walking
24500,33.5,5.22,19.25,2.38,13,5.83,Walking
24750,32.75,6.34,15.75,4.44,17.5,4.61,Walking
25000,42.75,3.11,16.75,3.03,17.25,3.27,Walking
25250,32.25,2.86,18.5,3.04,19,1.73,Walking
25500,32.25,4.92,17,2.35,18,0.71,Walking
25750,36.5,2.69,17,3.56,17.75,1.09,Walking
26000,35.5,3.91,20.67,0.47,17.67,2.05,Walking
26250,36.5,6.1,19.33,1.7,11,5.72,Walking
26500,43.5,6.18,14.75,3.7,14.25,5.36,Walking
26750,35.5,1.5,14.25,2.49,20.5,0.87,Walking
27000,37.5,2.6,14.25,6.3,15.75,2.86,Walking
27250,40.25,6.02,15,3.67,13.5,3.35,Walking
27500,36,0,15.75,3.34,12,0,Walking
27750,27,9.9,7.25,4.82,12,3.54,Walking
28000,42.5,3.2,14.5,0.87,16.25,1.3,Walking
28250,26.75,6.26,16.75,1.92,15.5,4.97,Walking
28500,30.67,4.11,13.67,1.25,17.75,2.38,Walking
28750,35.25,6.76,14.25,4.92,14,3.67,Walking
29000,34.5,3.35,13,4.47,17.25,0.83,Walking
29250,34.5,2.06,17,3.74,17,3.74,Walking
29500,36.25,4.6,11.75,3.7,16.5,3.57,Walking
29750,28,3.94,11.25,4.49,12.5,1.8,Walking
30000,28.5,5.41,16.33,4.11,17.33,5.19,Walking
30250,39.5,6.54,16.33,1.25,16,0.82,Walking
30500,31.75,2.49,16,0,14.5,3.5,Walking
30750,38,2.16,14,1.41,17.33,3.77,Walking
31000,37.67,4.92,12,2.45,12.5,7.26,Walking
31250,31.5,4.56,18,3.54,19.75,3.27,Walking
31500,26,2.35,15.25,1.3,16.5,6.22,Walking
31750,40.5,6.18,16.5,2.87,20.75,1.64,Walking
32000,35,2.12,20.75,2.95,16,3.24,Walking
32250,34.25,9.01,13,4.42,9.75,2.38,Walking
32500,37.75,8.79,19,2.74,15.25,4.6,Walking
32750,30.25,2.05,11.5,5.85,13,1.41,Walking
33000,29,3.39,19,3.61,15.67,3.86,Walking
33250,36.75,2.49,14.33,5.56,11,1.41,Walking
33500,36,0,15,3.94,9.33,4.19,Walking
33750,32.75,9.42,6.67,4.11,12,1.63,Walking
34000,40,3.74,14.33,1.7,14,2.12,Walking
34250,28.25,4.55,11.25,0.43,16,1.58,Walking
34500,31.25,5.76,15.5,3.5,13.25,1.79,Walking
34750,38,8.4,13.75,2.49,16.5,1.12,Walking
35000,37.75,1.3,18.5,4.56,13.25,2.77,Walking
35250,38.75,3.63,19.25,1.79,14.5,3.35,Walking
35500,33,6.48,16.33,4.19,17.75,4.6,Walking
35750,31,4.85,19,3.27,11.25,7.6,Walking
36000,27,7.65,15.5,6.18,16.75,4.38,Walking
36250,41.25,4.44,14.25,1.92,15.5,5.12,Walking
36500,37.75,1.3,17,0.82,13.25,5.02,Walking
36750,39.75,2.49,13.33,3.86,8,7,Walking
37000,39.75,6.76,13,3.56,20.33,4.5,Walking
37250,31.5,6.18,21.33,0.94,16,5.72,Walking
37500,30,4.24,15.5,2.69,9.5,3.5,Walking
37750,44,3.74,16.67,1.7,14.5,6.42,Walking
38000,38.67,0.47,19.67,3.68,19,1.22,Walking
38250,39.75,1.3,13.75,3.7,18.25,2.95,Walking
38500,40.75,2.28,15.25,1.79,16.5,3.2,Walking
38750,33.25,4.76,14.75,2.17,15.5,4.15,Walking
39000,26.5,4.5,16.75,3.27,19.5,4.39,Walking
39250,38.5,6.98,17,5.66,15.67,3.3,Walking
39500,37.33,1.89,20.25,1.92,20.33,1.7,Walking
39750,39.2,2.56,18.75,1.92,14.8,4.96,Walking
40000,35.33,5.73,17.67,2.62,21.67,1.7,Walking
40250,30,0,12.75,3.96,13,2.45,Walking
40500,26.67,2.62,14.75,1.92,17,4.32,Walking
40750,39,4.24,18.33,3.09,15.75,2.38,Walking
41000,34.25,3.49,13.5,3.84,15.75,4.32,Walking
41250,35,3.54,14.75,1.48,11.75,6.91,Walking
41500,36.25,6.8,13.5,6.69,12,3.56,Walking
41750,32.75,3.7,18.25,3.9,18.25,3.63,Walking
42000,25.5,3.35,12.75,6.5,10,1.22,Walking
42250,36.75,6.02,17.5,1.66,15.25,2.49,Walking
42500,33.75,5.4,16.75,4.09,8.5,4.72,Walking
42750,33.75,3.27,18.25,2.77,17.25,5.36,Walking
43000,39,2.45,19,2.94,18.5,2.6,Walking
43250,34.5,2.06,18.25,2.59,16.5,3.35,Walking
43500,24.5,7.4,15,1.87,21,1.87,Walking
43750,39.5,5.12,17,3.67,20,3.24,Walking
