# Task: standing,,,,,,,
# Frequency (Hz): 20,,,,,,,
# Clock (millisecond): 250,,,,,,,
# Duration (seconds): 120,,,,,,,
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Activity
0,41.5,0.5,20.67,0.47,14.33,0.47,Standing
250,41.5,0.5,20,0,15.25,0.43,Standing
500,41.5,0.5,20.25,0.43,15.75,0.43,Standing
750,41.67,0.47,20.75,0.43,17.5,0.5,Standing
1000,41.5,0.5,21,0,16.5,1.12,Standing
1250,41.33,0.47,20.67,0.47,15.5,0.5,Standing
1500,41.75,0.43,20.75,0.43,16.25,0.83,Standing
1750,41.5,0.5,20.75,0.43,16,0.71,Standing
2000,42,0,20.75,0.43,16.5,0.5,Standing
2250,42,0,20.75,0.43,17,0.71,Standing
2500,42,0,21,0,16.25,0.83,Standing
2750,42,0,21,0,15.75,0.83,Standing
3000,41.75,0.43,21,0,15,0,Standing
3250,41,0.82,21,0,15.33,0.47,Standing
3500,41.5,0.5,20.75,0.43,13.75,0.83,Standing
3750,42,0,21,0,11.25,1.48,Standing
4000,42,0,21,0,10.75,0.83,Standing
4250,41.5,0.5,21.25,0.43,11.5,1.12,Standing
4500,40.5,1.12,21,0,14.25,1.48,Standing
4750,40.5,0.5,21,0,15.25,1.09,Standing
5000,40,0.71,21,0,17,0.71,Standing
5250,40.5,0.5,21,0,15.25,0.83,Standing
5500,41,1,21,0,15.5,0.5,Standing
5750,40,1,21,0,15.25,0.43,Standing
6000,41,0.71,21,0,15,0.82,Standing
6250,41.25,0.83,21,0,15.25,0.43,Standing
6500,40.67,0.47,20.5,0.5,14,1.41,Standing
6750,40.25,0.83,21,0,13.5,1.5,Standing
7000,40.5,0.5,21,0,14.25,1.3,Standing
7250,40.67,0.94,21,0,14.75,1.09,Standing
7500,41,1,21,0,15.25,0.43,Standing
7750,41.5,0.5,21,0,16.25,0.83,Standing
8000,41.25,0.83,21,0,14.75,1.09,Standing
8250,40.5,0.5,20.25,0.43,15.5,0.87,Standing
8500,40.75,0.83,20,0,15.75,0.83,Standing
8750,41,0.71,19.75,0.43,15.25,0.43,Standing
9000,41.5,0.5,20.33,0.47,14.67,0.47,Standing
9250,41.25,0.83,20.5,0.5,15.25,0.43,Standing
9500,40.75,0.83,19.75,0.43,15.25,0.43,Standing
9750,41,0.82,18.25,0.43,15,0,Standing
10000,41,1,19,0,13.25,1.09,Standing
10250,40.75,0.83,19,0,12,0,Standing
10500,41,0.71,20.25,0.43,12.5,0.5,Standing
10750,41.5,0.5,20.25,0.43,9.5,2.29,Standing
11000,41.5,0.5,18.75,0.43,7.67,0.47,Standing
11250,40.67,0.94,18.33,0.47,6,0.82,Standing
11500,40.25,0.83,18.25,0.43,9.5,0.5,Standing
11750,39.5,0.87,18,0,11.25,0.83,Standing
12000,39,0,18,0,9.33,1.25,Standing
12250,39.25,0.43,19.5,1.12,11,1,Standing
12500,41.25,0.43,21,0,12.75,0.83,Standing
12750,41.75,0.43,20.67,0.47,12,0,Standing
13000,42,0,20,0.71,12.33,0.47,Standing
13250,42.33,0.47,19.5,0.5,8,0,Standing
13500,42,0,19.25,0.83,10.75,1.09,Standing
13750,42,0,19.67,0.47,11.75,0.43,Standing
14000,42,0,20.25,0.43,12.25,0.43,Standing
14250,41.5,0.5,21,0,12.5,0.5,Standing
14500,41.25,0.83,21,0,12.25,0.43,Standing
14750,40.5,1.12,20.67,0.47,12,0,Standing
15000,39.5,0.5,21,0,16,0.89,Standing
15250,39.5,0.5,20.5,0.5,15,0.71,Standing
15500,41,0.71,19.75,0.43,14.5,0.5,Standing
15750,40.75,0.83,18.5,0.5,14.25,0.83,Standing
16000,41.5,0.5,18.33,0.47,12.67,0.47,Standing
16250,41.5,0.5,18.25,0.43,12.25,0.43,Standing
16500,41.5,0.5,19.5,0.5,12.75,1.3,Standing
16750,41.67,0.47,20.5,0.5,14,0.82,Standing
17000,41.5,0.5,21,0,14.5,0.5,Standing
17250,40.67,0.94,20.67,0.47,14.25,0.83,Standing
17500,41,0.71,19.75,0.43,14.25,1.3,Standing
17750,41.25,0.83,20,0,14.25,0.43,Standing
18000,41.5,0.5,20,0,13,1,Standing
18250,41.5,0.5,20,0,13.25,1.3,Standing
18500,41.5,0.5,20,0,13.75,0.83,Standing
18750,41.75,0.43,19.67,0.47,14,0.82,Standing
19000,42,0,19.25,0.43,13.25,1.3,Standing
19250,42,0,20,0,13,0.82,Standing
19500,42,0,20,0,13,1,Standing
19750,41.67,0.47,20.67,0.47,13.75,0.83,Standing
20000,42,0,21,0,13.75,0.83,Standing
20250,42,0,21,0,12.5,0.87,Standing
20500,42,0,20.75,0.43,13,1,Standing
20750,42,0,21,0,13.5,1.5,Standing
21000,41.75,0.43,21,0,13.25,1.09,Standing
21250,40.75,0.83,19.5,0.5,12,0,Standing
21500,39.5,0.5,18,0,10.5,1.5,Standing
21750,38.75,0.43,18,0,12.75,0.83,Standing
22000,40.5,1.12,19,0.82,12.33,0.47,Standing
22250,42,0,19.25,0.43,13.67,1.25,Standing
22500,41.67,0.47,19.33,0.47,13.75,0.83,Standing
22750,41.75,0.43,19.5,0.5,14.5,0.5,Standing
23000,42,0,20,0,14.25,0.43,Standing
23250,42,0,19.75,0.43,13.5,1.12,Standing
23500,42,0,19.5,0.5,13,0.82,Standing
23750,42,0,20.5,0.5,12.25,0.43,Standing
24000,42,0,20.25,0.43,12.25,0.43,Standing
24250,42,0,20,0,12,0,Standing
24500,42,0,19.6,0.49,12.6,0.49,Standing
24750,42,0,19.67,0.47,12.33,0.47,Standing
25000,41.67,0.47,20,0,14.33,0.94,Standing
25250,41.67,0.47,20,0,15.33,0.47,Standing
25500,41.75,0.43,20,0,16,0.71,Standing
25750,41.67,0.47,21,0,16.25,0.83,Standing
26000,42,0,20.67,0.47,15.75,0.43,Standing
26250,42,0,20.25,0.43,15.75,0.83,Standing
26500,42,0,20.5,0.5,16.5,0.5,Standing
26750,42,0,20.5,0.5,16.25,0.43,Standing
27000,42,0,21,0,15.75,0.83,Standing
27250,42,0,20,0,15,0,Standing
27500,42,0,20,0,14.75,0.43,Standing
27750,42,0,20.5,0.5,14.5,0.5,Standing
28000,42,0,21,0,15,0,Standing
28250,42,0,21,0,14.75,0.43,Standing
28500,42,0,21,0,14.5,0.5,Standing
28750,42,0,21,0,14.25,0.83,Standing
29000,42,0,21,0,14.33,0.94,Standing
29250,42,0,20.5,0.5,13.75,1.3,Standing
29500,42,0,20.25,0.43,14.25,0.83,Standing
29750,42,0,19,0.71,11.25,1.3,Standing
30000,40.25,1.3,16.25,1.3,6,0,Standing
30250,35,2.55,11.67,0.47,12.25,2.59,Standing
30500,30,0,6.33,1.25,14,0.71,Standing
30750,33.5,1.5,12,1.22,13.5,1.12,Standing
31000,39.25,0.83,10.5,1.66,12,0,Standing
31250,39,1.41,13,1,12.75,1.3,Standing
31500,36.5,0.87,7.75,2.59,15,0,Standing
31750,36.75,0.83,15.75,2.49,12.75,0.83,Standing
32000,37.5,0.5,15.67,2.05,13,1.22,Standing
32250,38.75,0.43,13.75,1.09,10.25,1.92,Standing
32500,39.25,0.43,12.33,0.47,12.67,0.94,Standing
32750,36.75,1.3,14.25,0.83,9.33,3.09,Standing
33000,36,0,13.5,1.5,2.67,1.25,Standing
33250,37.75,0.83,13.5,2.69,11.5,3.57,Standing
33500,40,0.71,20,0.71,15.75,0.83,Standing
33750,40.5,0.5,21,0,15,0,Standing
34000,39.75,0.83,20,0.71,14.25,1.09,Standing
34250,40.33,0.47,18.75,0.43,13,0.82,Standing
34500,41.67,0.47,18.67,0.47,13,1.22,Standing
34750,42.5,0.5,18.5,0.5,15,0.71,Standing
35000,42,0,19,0.71,14.75,0.43,Standing
35250,42.25,0.43,19.25,0.43,14.5,0.5,Standing
35500,42.5,0.5,19,0,14,0.71,Standing
35750,42.5,0.5,18.5,0.5,12.25,0.43,Standing
36000,42.5,0.5,18.75,0.43,12.5,0.87,Standing
36250,42.5,0.5,19.33,0.47,11.67,0.47,Standing
36500,42,0,18.5,0.5,11.75,0.43,Standing
36750,42.67,0.47,18.75,0.43,12,0,Standing
37000,42,0,19.5,0.5,10.33,0.94,Standing
37250,42,0,19.33,0.47,11.5,0.5,Standing
37500,42.5,0.5,18.75,0.43,11.5,0.5,Standing
37750,42.25,0.43,19.75,0.43,10.75,0.83,Standing
38000,42,0,20.25,0.43,11.5,0.5,Standing
38250,42,0,19.75,0.43,11.5,0.87,Standing
38500,42.25,0.43,18.75,0.43,11.5,0.5,Standing
38750,42.5,0.5,18.5,0.5,11.5,0.5,Standing
39000,42.5,0.5,19.25,0.43,11.25,0.83,Standing
39250,42.5,0.5,19.33,0.47,11.33,0.94,Standing
39500,42.25,0.43,19.25,0.43,10.75,1.09,Standing
39750,42,0,18,0,10.25,0.83,Standing
40000,42,0,18,0,10.33,0.47,Standing
40250,41.75,0.43,18,0,10.5,1.5,Standing
40500,42.67,0.47,18,0,12.75,0.83,Standing
40750,42.75,0.43,18.5,0.5,12.25,0.43,Standing
41000,42.5,0.5,18.5,0.5,12,0,Standing
41250,42.75,0.43,18.25,0.43,11.25,0.83,Standing
41500,43.5,0.5,18,0,11.5,0.5,Standing
41750,43.75,0.43,18.5,0.5,11.5,0.87,Standing
42000,43.5,0.5,18.75,0.43,12.5,0.5,Standing
42250,43.75,0.83,18.5,0.5,12.5,0.5,Standing
42500,43.5,0.5,18.33,0.47,12.33,0.47,Standing
42750,43.5,0.5,18.25,0.43,12.25,0.43,Standing
43000,43.67,0.47,18.25,0.43,12.67,0.47,Standing
43250,44,0.82,18,0,12,0,Standing
43500,44.5,0.5,18.75,0.83,12,0,Standing
43750,44.33,0.47,18,0,12,0,Standing
44000,44.25,0.83,18.25,0.43,11.5,0.5,Standing
44250,44.5,0.5,18,0,11.5,0.87,Standing
44500,44.5,0.5,18,0,10.25,0.83,Standing
44750,44.5,0.5,18.25,0.43,8.5,1.5,Standing
45000,43.75,0.83,18,0,11,1.22,Standing
45250,44,0.71,16,1,8.25,2.05,Standing
45500,42.75,0.83,15,0,3,0,Standing
45750,41.75,0.43,15.67,0.47,13,2.16,Standing
46000,39.5,1.8,16,1,17,1.22,Standing
46250,37,1.22,10.6,1.2,12.8,0.75,Standing
46500,33.75,1.3,5,4,15,2.12,Standing
46750,36,0,4.5,2.5,17.67,0.47,Standing
47000,37,1,16.5,3.2,14.5,1.8,Standing
47250,38.75,0.43,19,0.71,12,0,Standing
47500,39.5,0.5,12,2.16,11,3.16,Standing
47750,37,1.22,14.25,1.48,15.5,2.5,Standing
48000,37,1.41,18,0,18.67,0.94,Standing
48250,40.67,0.94,16.75,1.3,17,1.41,Standing
48500,41.75,0.43,10.5,1.5,12.5,1.66,Standing
48750,42.25,0.43,8.5,2.69,15.75,0.83,Standing
49000,43.25,0.83,17.75,1.09,10.25,4.44,Standing
49250,43.33,0.47,19,0.82,6,3.94,Standing
49500,43.25,0.83,18,0,11.33,0.94,Standing
49750,43.25,0.83,17.75,0.43,8.5,1.12,Standing
50000,43,1,18,0,9.25,0.83,Standing
50250,42.25,0.43,18,0,10,1.63,Standing
50500,42,0,18,0,4.75,2.59,Standing
50750,42,0,18,0,2,0.82,Standing
51000,42.75,0.83,18,0,1,0,Standing
51250,43.75,0.43,18,0,7,0,Standing
51500,43.75,0.83,19,1,8.75,0.43,Standing
51750,43.67,0.47,18.75,0.43,10,1.41,Standing
52000,43.75,0.83,18.25,0.43,10.5,1.12,Standing
52250,44.33,0.47,18,0,10.25,0.83,Standing
52500,44.25,0.43,18,0,9.75,0.83,Standing
52750,44.5,0.5,18.25,0.43,10.25,0.83,Standing
53000,44.5,0.5,18.5,0.5,9.75,0.83,Standing
53250,43.5,0.5,18.25,0.43,7.33,0.94,Standing
53500,43.5,0.5,18,0,9.5,1.8,Standing
53750,43.5,0.5,18,0,10.75,0.43,Standing
54000,44,0.71,18.33,0.47,11,0.82,Standing
54250,43.5,0.5,18.25,0.43,11.5,0.87,Standing
54500,43.67,0.47,19,0,9.67,0.47,Standing
54750,43.5,0.5,18,0,11.5,0.5,Standing
55000,43.5,0.5,18,0,11.75,0.83,Standing
55250,43.5,0.5,18,0,10.75,0.83,Standing
55500,43.25,0.83,18.25,0.43,10.25,1.09,Standing
55750,43.33,0.47,18,0,9.33,0.47,Standing
56000,43.5,0.5,18,0,11.75,1.09,Standing
56250,43.75,0.43,17.5,0.5,13,0.71,Standing
56500,44.5,0.87,15.33,0.94,14.33,0.94,Standing
56750,42.5,0.87,12.75,0.43,13.25,1.3,Standing
57000,41.33,0.47,15.5,0.5,13,1.41,Standing
57250,38.5,0.87,15.5,0.5,13,0.71,Standing
57500,38,1,15.5,0.87,14.5,0.87,Standing
57750,36.67,0.94,16.67,1.25,12.75,0.83,Standing
58000,38.67,0.47,18,0,12,0,Standing
58250,41.25,0.43,16.5,1.12,9.5,2.6,Standing
58500,41,1.22,14.25,1.3,9,2.55,Standing
58750,39.5,0.87,10,2,10.25,1.3,Standing
59000,38,1.22,14,1.22,9.75,3.27,Standing
59250,37,0.71,7,2.83,15.25,1.48,Standing
59500,38.75,0.43,11.33,0.94,9,0.82,Standing
59750,37.5,1.12,12,0,13.75,1.79,Standing
60000,36.33,0.47,11.25,1.3,14.67,1.25,Standing
60250,36.75,0.83,7,3.94,16.75,1.09,Standing
60500,37.75,1.3,16,0.71,12.5,2.29,Standing
60750,38.33,0.47,8.67,2.87,7.33,0.94,Standing
61000,38.75,0.43,15.75,2.59,3.75,0.83,Standing
61250,39,0,19,0.71,11,4.36,Standing
61500,39,0,18,0,14.25,0.83,Standing
61750,41.5,0.5,18,0,11,1.87,Standing
62000,44.5,0.5,18,0,11.75,1.79,Standing
62250,45,0,18,0,13.67,0.94,Standing
62500,45,0,18.25,0.43,14,0.71,Standing
62750,45,0,18.75,0.43,13.5,1.12,Standing
63000,45,0,18.25,0.43,14,1.22,Standing
63250,45,0,18,0,14.5,0.5,Standing
63500,45,0,18,0,13.25,1.3,Standing
63750,45,0,18.25,0.43,13,1.22,Standing
64000,45,0,18.25,0.43,12.75,0.83,Standing
64250,45,0,18.67,0.47,12.75,0.83,Standing
64500,45,0,18.25,0.43,13,0.71,Standing
64750,45,0,18.75,0.43,13.5,1.12,Standing
65000,45,0,18.75,0.43,14,1,Standing
65250,45,0,19,0,14.5,0.5,Standing
65500,45,0,18,0,14.25,0.83,Standing
65750,45,0,18.25,0.43,14.5,0.87,Standing
66000,45,0,18,0,14.67,0.47,Standing
66250,45,0,18,0,15,0,Standing
66500,45,0,18,0,15.67,0.47,Standing
66750,45,0,18,0,15.25,0.43,Standing
67000,45,0,18,0,15.25,0.43,Standing
67250,45,0,18,0,15,0,Standing
67500,45,0,18,0,15.25,0.43,Standing
67750,45,0,18,0,15,0,Standing
68000,45,0,18,0,15,0,Standing
68250,45,0,18.25,0.43,15,0.71,Standing
68500,45,0,18.5,0.5,15,0.71,Standing
68750,45,0,18,0,15.25,0.83,Standing
69000,45,0,18,0,15.5,0.87,Standing
69250,45,0,18,0,15.33,0.47,Standing
69500,45,0,18,0,15.25,0.43,Standing
69750,45,0,18,0,15.75,0.83,Standing
70000,45,0,18,0,14.5,0.5,Standing
70250,45,0,18,0,14.5,0.5,Standing
70500,45,0,18,0,14,1,Standing
70750,45,0,18,0,14,1.41,Standing
71000,45,0,17,1.22,10.5,1.5,Standing
71250,45,0,10.67,2.05,17,2.83,Standing
71500,45,0,14.25,1.79,19,2.45,Standing
71750,44.67,0.47,14,1.41,13,1.73,Standing
72000,40.75,2.95,11.5,0.87,15.5,1.12,Standing
72250,38,1.22,12.75,0.83,14.25,1.48,Standing
72500,40.75,0.83,15.25,0.43,18.75,1.09,Standing
72750,42.25,0.43,13,1.41,17.33,1.7,Standing
73000,43.75,0.43,7.25,3.03,10,0.71,Standing
73250,45,0,18,1.87,5.5,2.69,Standing
73500,45,0,18.75,0.43,15.67,2.49,Standing
73750,43,1,10.25,2.28,19.75,1.3,Standing
