# Task: sitting,,,,,,,
# Frequency (Hz): 20,,,,,,,
# Clock (millisecond): 250,,,,,,,
# Duration (seconds): 120,,,,,,,
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Activity
0,42,0,21,0,15,1,Sitting
250,42,0,21,0,18,0,Sitting
500,42,0,20.75,0.43,17.75,0.43,Sitting
750,42,0,20.25,0.43,18.25,1.09,Sitting
1000,42,0,20,0,18,0,Sitting
1250,42,0,20.8,0.4,18.5,0.5,Sitting
1500,42,0,21,0,18.25,1.09,Sitting
1750,42,0,20.25,0.43,18.5,0.5,Sitting
2000,42,0,21.25,0.43,19.25,0.83,Sitting
2250,42,0,21,0,17,1.41,Sitting
2500,42,0,20.75,0.43,18.25,0.43,Sitting
2750,42,0,20.75,0.43,19,1,Sitting
3000,42,0,20,0,18,0,Sitting
3250,42,0,20.6,0.49,18.2,0.98,Sitting
3500,42,0,20.75,0.43,18.75,0.83,Sitting
3750,42,0,20.67,0.47,20,0.82,Sitting
4000,42,0,20.75,0.43,18.75,1.48,Sitting
4250,42,0,21,0,17.33,0.47,Sitting
4500,42,0,21,0,15.67,0.47,Sitting
4750,42,0,19,1.22,17,1.41,Sitting
5000,42,0,18,0,17,0.71,Sitting
5250,42,0,18,0,18.25,0.83,Sitting
5500,42,0,18,0,17.75,0.43,Sitting
5750,42,0,18,0,16.67,0.47,Sitting
6000,42,0,18,0,16.67,1.7,Sitting
6250,42,0,18,0,17.75,0.43,Sitting
6500,42,0,18,0,18.25,0.43,Sitting
6750,42,0,17.33,0.47,18,0,Sitting
7000,42,0,18.25,0.43,19.25,0.83,Sitting
7250,42,0,20.25,0.43,19.5,1.12,Sitting
7500,42,0,20.25,1.3,17.25,1.3,Sitting
7750,42,0,21,0,18.5,0.5,Sitting
8000,42,0,20.75,0.43,17.25,0.83,Sitting
8250,42,0,19,0,16.33,0.94,Sitting
8500,42,0,17.33,0.47,15.5,2.29,Sitting
8750,42,0,17.25,0.83,21.25,1.92,Sitting
9000,42,0,16.33,0.47,24.33,1.25,Sitting
9250,42,0,18.75,0.83,26.25,0.83,Sitting
9500,42,0,21,0,27,0.71,Sitting
9750,42,0,22.25,0.43,27,0,Sitting
10000,42,0,23.5,0.5,27.33,0.47,Sitting
10250,41.5,0.5,23,1.22,24.5,2.18,Sitting
10500,41.5,0.5,15,2.12,19,0.71,Sitting
10750,41.5,0.5,21,0.71,15.5,2.06,Sitting
11000,42,0,20.25,0.83,7.5,3.64,Sitting
11250,42.25,0.43,21.75,0.83,11.75,3.7,Sitting
11500,42.33,0.47,21,0,11.33,1.7,Sitting
11750,43.25,0.83,20.5,0.5,6.5,1.66,Sitting
12000,44.33,0.47,16.5,1.5,6,0,Sitting
12250,44.5,0.5,11,1,4,1.41,Sitting
12500,44.5,0.5,15.75,1.48,5,0,Sitting
12750,44.5,0.5,20.25,1.3,7,3.46,Sitting
13000,44.5,0.5,21,0,7,1,Sitting
13250,44,0.71,20.25,0.83,10.67,1.89,Sitting
13500,43,1,18,0,6.5,2.5,Sitting
13750,42.25,0.43,17.25,0.43,12.25,0.43,Sitting
14000,42.33,0.47,17,0,12,0,Sitting
14250,42,0,18,0,9.5,3.77,Sitting
14500,43,0,18.5,0.87,6.75,2.59,Sitting
14750,44,0,21,0,9.5,1.12,Sitting
15000,43.5,0.5,21,0,4.67,1.7,Sitting
15250,44,0,21.25,0.43,1,0,Sitting
15500,43.75,0.43,21.25,0.43,8,0,Sitting
15750,43.5,0.5,21,0,10.5,1.66,Sitting
16000,43.33,0.47,21,0,12,0.71,Sitting
16250,43.5,0.5,21,0,12,0,Sitting
16500,43.5,0.5,21.25,0.43,11.75,0.43,Sitting
16750,43.5,0.5,21,0,11,0.71,Sitting
17000,43.5,0.5,21,0,12,0,Sitting
17250,43.5,0.5,20.67,0.47,12,0,Sitting
17500,43.67,0.47,21,0,11,1,Sitting
17750,43.5,0.5,21,0,11.5,0.87,Sitting
18000,43.5,0.5,21,0,10,0.71,Sitting
18250,43.5,0.5,21,0,10,0,Sitting
18500,43.67,0.47,20,0,10.75,0.43,Sitting
18750,43.67,0.47,19,0,11.75,1.09,Sitting
19000,43.33,0.47,19,0,13.5,1.12,Sitting
19250,43.5,0.5,18.25,0.43,14.25,0.83,Sitting
19500,43.5,0.5,18,0,15.25,0.43,Sitting
19750,43.5,0.5,18,0,15,0,Sitting
20000,43.5,0.5,17.75,0.43,14.5,0.87,Sitting
20250,43.5,0.5,17.75,0.43,12,0.82,Sitting
20500,43.5,0.5,17.67,0.47,11.67,0.47,Sitting
20750,43.67,0.47,17.25,0.43,11.67,0.47,Sitting
21000,43.67,0.47,18,0,11.67,0.47,Sitting
21250,43.33,0.5,17.75,0.43,11.75,0.43,Sitting
21500,43.33,0.47,18,0,12,0,Sitting
21750,43.5,0.5,18,0,12.75,1.3,Sitting
22000,43.5,0.5,18,0,13,1,Sitting
22250,43.5,0.5,18.25,0.43,13,0.71,Sitting
22500,43.5,0.5,18.33,0.47,12.67,0.94,Sitting
22750,43.5,0.5,18.25,0.43,13.5,1.12,Sitting
23000,43.67,0.47,19.25,0.43,12.33,0.94,Sitting
23250,43.5,0.5,12.5,4.27,11,2.35,Sitting
23500,43.75,0.83,4,1.63,16.5,4.03,Sitting
23750,44.33,0.47,8.67,1.25,22.5,1.12,Sitting
24000,43.5,0.5,8.75,1.09,21.75,0.83,Sitting
24250,43.5,0.5,8.75,1.48,20.25,0.83,Sitting
24500,43,1,9.75,3.96,13.75,3.27,Sitting
24750,42,0,11.75,2.05,7.25,1.79,Sitting
25000,42,0,11.25,2.49,7.67,3.4,Sitting
25250,42,0,15.75,0.83,7.67,1.7,Sitting
25500,42,0,16.5,0.5,9,0,Sitting
25750,42,0,11,2.74,7.67,1.89,Sitting
26000,42,0,11.75,2.17,16,2.45,Sitting
26250,42,0,15,0,17,0.82,Sitting
26500,42,0,15,1.87,16.75,0.43,Sitting
26750,42,0,11,1.22,13.5,1.12,Sitting
27000,42,0,13.5,1.12,13.33,1.25,Sitting
27250,42,0,12.5,0.87,13.75,1.3,Sitting
27500,42,0,15.33,0.47,11,1.87,Sitting
27750,42,0,10.75,3.03,2,1,Sitting
28000,42,0,7.5,1.12,6,3.24,Sitting
28250,42,0,11.5,1.5,14.25,2.49,Sitting
28500,42,0,11,1.22,11.25,1.3,Sitting
28750,42,0,10,1.22,10.5,1.12,Sitting
29000,42,0,11.75,0.43,11.75,0.43,Sitting
29250,42,0,13.33,1.89,11.67,0.47,Sitting
29500,42,0,13,1.22,11,0.71,Sitting
29750,42,0,8.25,0.83,10,0.82,Sitting
30000,42,0,6,0,10.75,0.83,Sitting
30250,42,0,6,0,11,0.71,Sitting
30500,42,0,7.5,1.12,7.75,0.83,Sitting
30750,42.25,0.43,4.75,3.11,6.25,2.17,Sitting
31000,42,0,14.67,2.05,5.67,1.25,Sitting
31250,42,0,22.67,0.47,11.33,0.94,Sitting
31500,42.25,0.43,18.5,2.29,13.5,1.12,Sitting
31750,43.33,0.47,12,0,7.33,0.47,Sitting
32000,43.5,0.5,13.75,0.83,6.25,0.83,Sitting
32250,43.33,0.47,15,0,12.25,2.17,Sitting
32500,43.5,0.5,17.75,0.43,14.25,1.3,Sitting
32750,43.5,0.5,17.75,0.43,14,1.22,Sitting
33000,43.75,0.43,16,0,15,0,Sitting
33250,43.5,0.5,16.25,0.43,15,0,Sitting
33500,43.5,0.5,15.5,0.5,14.5,0.5,Sitting
33750,43.5,0.5,15,0,14.75,0.43,Sitting
34000,43.5,0.5,15,0,14.75,0.43,Sitting
34250,43.5,0.5,15,0,14,0.82,Sitting
34500,43.5,0.5,15.25,0.43,14.5,0.87,Sitting
34750,43.5,0.5,15,0,14,1,Sitting
35000,43.5,0.5,16.5,0.5,14.25,0.83,Sitting
35250,43.5,0.5,16.25,0.43,14,1,Sitting
35500,43.67,0.47,17,0,14.67,0.47,Sitting
35750,43.5,0.5,16.25,0.43,15.5,0.87,Sitting
36000,43.33,0.47,16,0,16.25,0.43,Sitting
36250,43.33,0.47,17,0,16,0.71,Sitting
36500,43.5,0.5,16.5,0.5,14.5,0.5,Sitting
36750,43.5,0.5,17.5,0.5,15,0.71,Sitting
37000,43.5,0.5,18,0,14.25,0.43,Sitting
37250,43.5,0.5,17.5,0.5,13.75,0.83,Sitting
37500,43.5,0.5,17.5,0.87,14,1.22,Sitting
37750,43.5,0.5,16.25,0.43,14.25,0.83,Sitting
38000,43.5,0.5,15.75,0.83,14,1.22,Sitting
38250,43.5,0.5,16.33,0.47,13.67,0.94,Sitting
38500,43.5,0.5,15.75,0.43,13.75,0.83,Sitting
38750,43.25,0.83,17,0,14,0.71,Sitting
39000,43.67,0.47,16.5,0.5,14.67,1.25,Sitting
39250,43.5,0.5,17.5,0.5,15.25,0.43,Sitting
39500,43.33,0.47,18,0,14.75,0.43,Sitting
39750,43.5,0.5,18,0,15.25,0.83,Sitting
40000,43.5,0.5,18,0,14.5,0.5,Sitting
40250,43.5,0.5,18,0,14.75,0.43,Sitting
40500,43.5,0.5,17.75,0.43,14.5,0.5,Sitting
40750,43.5,0.5,16,0.71,14.75,0.83,Sitting
41000,43.5,0.5,15.25,0.43,15,0,Sitting
41250,43.5,0.5,16.5,1.12,14.75,0.83,Sitting
41500,43.5,0.5,18,0,15.5,0.5,Sitting
41750,43.5,0.5,17.25,0.43,15.25,0.43,Sitting
