# Task: sitting,,,,,,,
# Frequency (Hz): 20,,,,,,,
# Clock (millisecond): 250,,,,,,,
# Duration (seconds): 120,,,,,,,
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Activity
0,42,0,11.5,4.56,18.5,0.87,Sitting
250,41.75,0.43,21.5,1.8,11.75,1.48,Sitting
500,41.67,0.47,9.33,5.44,12,2.83,Sitting
750,40,0.82,12.67,0.94,17.75,1.09,Sitting
1000,40.25,0.83,12.25,0.43,18.25,0.43,Sitting
1250,40.5,0.5,11.75,0.43,16.75,0.83,Sitting
1500,41,0.71,5.5,2.96,15.75,0.43,Sitting
1750,41.5,0.5,2.25,0.83,15,0.82,Sitting
2000,41.33,0.47,9.5,1.5,12.25,0.43,Sitting
2250,41.5,0.5,13,0.71,12,0,Sitting
2500,41.5,0.5,12,0.71,10.75,0.83,Sitting
2750,41,1,10.5,0.5,8,1,Sitting
3000,41,1,12,0,9.33,0.47,Sitting
3250,41,1,12,0,9.33,0.47,Sitting
3500,41.5,0.5,12,0,9.5,0.87,Sitting
3750,41.67,0.47,12,0,9.33,0.47,Sitting
4000,41.5,0.5,12,0,8.75,0.83,Sitting
4250,41.33,0.47,12,0,9,0.71,Sitting
4500,41.5,0.5,12,0,8.67,0.47,Sitting
4750,41.5,0.5,11.5,0.5,9,0,Sitting
5000,41.5,0.5,11,0,8,0,Sitting
5250,41.5,0.5,10.67,1.25,13.75,3.34,Sitting
5500,41.5,0.5,9,2.16,17,0.82,Sitting
5750,41.67,0.47,11.25,0.83,15.5,0.5,Sitting
6000,41.5,0.5,11.5,0.5,14.25,0.83,Sitting
6250,41.5,0.5,11.25,0.43,13.75,0.83,Sitting
6500,41.5,0.5,10.75,0.43,13.5,0.5,Sitting
6750,41.5,0.5,11.33,0.47,13.5,0.5,Sitting
7000,41.33,0.47,11.33,0.47,13.75,0.83,Sitting
7250,41.5,0.5,11,0.82,14.25,0.83,Sitting
7500,41.5,0.5,6.25,3.56,15,1.22,Sitting
7750,42,0,12,0,6.33,0.47,Sitting
8000,41.5,0.5,13.75,0.43,5.25,0.83,Sitting
8250,41.5,0.5,15,0,4.67,0.94,Sitting
8500,41.5,0.5,14.25,0.43,6.5,0.87,Sitting
8750,41.5,0.5,13,0,6.25,0.43,Sitting
9000,41.5,0.5,12,0,8.5,0.5,Sitting
9250,41.5,0.5,12.25,0.43,7.25,0.43,Sitting
9500,41.5,0.5,12.33,0.47,5.33,0.47,Sitting
9750,41.5,0.5,12,0,5.75,0.83,Sitting
10000,42,0,12,0,6.33,0.47,Sitting
10250,41.5,0.5,12,0,4.5,1.5,Sitting
10500,41.5,0.5,12,0,4.75,1.48,Sitting
10750,41.5,0.5,12.25,0.43,4.75,1.3,Sitting
11000,41.33,0.47,12,0,6.5,0.5,Sitting
11250,41.5,0.5,12,0,4.67,1.7,Sitting
11500,41.75,0.43,12,0,5.67,0.47,Sitting
11750,41.75,0.43,12,0,5.25,0.83,Sitting
12000,41.5,0.5,12,0,5.25,0.83,Sitting
12250,41.67,0.47,12,0,7,0,Sitting
12500,41.67,0.47,12,0,6.5,1.5,Sitting
12750,41.5,0.5,12.25,0.43,7.25,1.48,Sitting
13000,41.75,0.43,12.33,0.47,6.25,1.48,Sitting
13250,41.67,0.47,12.33,0.47,6.5,0.5,Sitting
13500,41.5,0.5,12.67,0.47,6.67,0.47,Sitting
13750,41.75,0.43,12.5,0.5,6.25,0.43,Sitting
14000,41.5,0.5,12.25,0.43,4.75,1.3,Sitting
14250,41.75,0.43,12,0,7,1.41,Sitting
14500,41.5,0.5,13.75,0.43,10,1.41,Sitting
14750,41.5,0.5,12,0,8.75,0.43,Sitting
15000,41.5,0.5,12,0,8.67,0.47,Sitting
15250,42,0,12.5,0.5,9,0,Sitting
15500,41.75,0.43,12,0,9,0,Sitting
15750,41.33,0.47,12,0,7.25,0.83,Sitting
16000,41.5,0.5,12,0,6.25,0.83,Sitting
16250,41.5,0.5,12,0,7.33,1.25,Sitting
16500,41.5,0.5,11,1,7.25,0.83,Sitting
16750,41.75,0.43,11.33,0.94,6.33,0.94,Sitting
17000,41.75,0.43,12,0,8,0.71,Sitting
17250,42,0,11.67,0.47,8.33,0.47,Sitting
17500,41.75,0.43,11.5,0.5,5,0.82,Sitting
17750,41.33,0.47,12,0,2.5,0.87,Sitting
18000,41.75,0.43,12,0,6.75,2.28,Sitting
18250,42,0,12.25,0.43,8.75,0.43,Sitting
18500,41.5,0.5,12,0,9,0,Sitting
18750,41.5,0.5,12,0,8.75,1.09,Sitting
19000,41.75,0.43,12,0,8.67,0.47,Sitting
19250,41.5,0.5,12,0,8,0.82,Sitting
19500,41.75,0.43,12,0,8.75,0.43,Sitting
19750,41.67,0.47,12,0,8,0,Sitting
20000,42,0,13,0.82,9,1.41,Sitting
20250,41.5,0.5,12.25,0.43,9.33,0.47,Sitting
20500,41.33,0.47,12,0,8.5,0.5,Sitting
20750,42,0,12.5,0.5,8.5,0.5,Sitting
21000,41.75,0.43,12.5,0.5,8.25,0.43,Sitting
21250,41.75,0.43,12,0,9.25,0.43,Sitting
21500,42,0,12.25,0.43,9.5,0.87,Sitting
21750,42,0,12,0,9,0,Sitting
22000,41.5,0.5,12,0,8,0,Sitting
22250,41.5,0.5,12,0,7.25,1.3,Sitting
22500,42,0,11.25,0.43,4.33,1.7,Sitting
22750,42,0,12,0,4.67,0.94,Sitting
23000,41.33,0.47,12,0,4.25,1.79,Sitting
23250,41.5,0.5,12,0,4,0.82,Sitting
23500,41.5,0.5,12,0,5.67,0.47,Sitting
23750,41.5,0.5,12,0,5.75,1.09,Sitting
24000,41.75,0.43,12,0,7.5,1.12,Sitting
24250,41.5,0.5,12,0,8.5,0.5,Sitting
24500,41.5,0.5,11.25,0.43,8.5,0.87,Sitting
24750,41.75,0.43,11,0,8.5,1.12,Sitting
25000,41.75,0.43,11.25,0.43,7.75,0.83,Sitting
25250,41.67,0.47,11.67,0.47,8,0,Sitting
25500,41.33,0.47,12,0,5.25,1.92,Sitting
25750,41.5,0.5,12,0,4.25,1.3,Sitting
26000,42,0,13,1.22,2.75,1.48,Sitting
26250,41.75,0.43,15.75,0.83,7.5,1.5,Sitting
26500,41.5,0.5,16.75,0.43,9.75,1.3,Sitting
26750,42,0,15.75,0.83,13,1,Sitting
27000,42,0,17.75,0.43,13,1.22,Sitting
27250,42,0,18,0,11.67,0.47,Sitting
27500,41.75,0.43,18.25,0.43,7,2.24,Sitting
27750,41.67,0.47,17.75,0.43,6.67,1.7,Sitting
28000,41.5,0.5,15,0.71,9.75,0.83,Sitting
28250,41.67,0.47,13,0,12,1.41,Sitting
28500,41.5,0.5,14.75,1.09,14.5,1.12,Sitting
28750,41.5,0.5,16.25,0.43,15,0.71,Sitting
29000,41.5,0.5,14,0.82,12.67,0.47,Sitting
29250,41.67,0.47,15.25,2.38,11,0.82,Sitting
29500,41.67,0.47,18,0,12,0,Sitting
29750,41.67,0.47,17.67,0.47,12.5,1.12,Sitting
30000,41.5,0.5,16.25,0.43,12.5,0.5,Sitting
30250,42,0,17.75,0.43,7.75,3.34,Sitting
30500,41.5,0.5,15.5,0.5,3,1.58,Sitting
30750,41.5,0.5,15.25,0.43,6.25,2.28,Sitting
31000,41.5,0.5,15.25,0.43,11,0.71,Sitting
31250,41.5,0.5,15,0.71,11.5,0.5,Sitting
31500,41.5,0.5,10.67,1.7,7.25,1.79,Sitting
31750,41.5,0.5,6.25,1.09,2.75,1.09,Sitting
32000,41.5,0.5,9.25,2.17,6.33,2.36,Sitting
32250,41.25,0.83,14,1.41,11,0.82,Sitting
32500,40.5,0.5,15.75,0.83,12,0,Sitting
32750,40.67,0.47,16.33,0.47,12,0.82,Sitting
33000,40.25,0.83,17.25,0.43,13.5,1.12,Sitting
33250,40.25,0.83,18.25,0.43,15.25,0.83,Sitting
33500,40.25,0.83,18,0,14.75,0.83,Sitting
33750,41,0.82,15.67,0.94,14,1,Sitting
34000,41.5,0.5,15.5,0.5,12.5,0.5,Sitting
34250,41.25,0.83,16,0,11.25,0.83,Sitting
34500,41.25,0.83,15.5,0.5,10.5,0.5,Sitting
34750,41.25,0.83,15.33,0.47,8.67,1.25,Sitting
35000,41.33,0.94,14.75,0.43,9,1.41,Sitting
35250,41.5,0.5,14.75,0.43,10.25,0.83,Sitting
35500,41,1,15,0,10.33,1.25,Sitting
35750,41,1,15,0,10.5,0.5,Sitting
36000,41,1,15,0,10,0,Sitting
36250,41.5,0.5,15,0,9.75,0.43,Sitting
36500,41.25,0.83,15.5,0.87,9.33,0.47,Sitting
36750,41.33,0.47,15,0,8.5,1.12,Sitting
37000,41.5,0.5,13,1.22,8,0.71,Sitting
37250,41.5,0.5,10.25,1.09,9.75,2.49,Sitting
37500,41.5,0.5,12,0,14,1.22,Sitting
37750,42,0,13,0,15,0.71,Sitting
38000,42,0,12.75,0.43,15.25,0.83,Sitting
38250,42,0,12.75,0.43,15.25,0.43,Sitting
38500,42,0,13,0,15,0,Sitting
38750,42,0,13,0,14.5,0.5,Sitting
39000,42,0,12.5,0.5,14.25,0.83,Sitting
39250,42,0,12.5,0.5,13.75,0.83,Sitting
39500,42,0,12.6,0.8,14.2,0.98,Sitting
39750,42,0,12,0,13.67,0.94,Sitting
40000,42,0,12.25,0.43,14.5,0.5,Sitting
40250,42,0,12,0,15.33,0.94,Sitting
40500,42,0,12.25,0.43,14.75,0.43,Sitting
40750,42,0,12.25,0.43,14.75,0.43,Sitting
41000,42,0,12.86,1.12,13.07,1.44,Sitting
41250,42,0,12.86,1.12,13.07,1.44,Sitting
41500,41.75,0.43,14.25,1.48,8.75,0.83,Sitting
41750,41.5,0.5,15.5,0.5,10.5,0.5,Sitting
42000,41.5,0.5,15.25,0.43,9,0.82,Sitting
42250,41.25,0.83,13.75,0.43,8.75,0.83,Sitting
42500,41.5,0.5,13.25,0.43,6.5,0.5,Sitting
42750,41.33,0.47,13.67,0.47,6.5,0.5,Sitting
43000,41.5,0.5,13.75,0.43,6.5,0.5,Sitting
43250,41.5,0.5,14,0,6.5,0.5,Sitting
43500,41.5,0.5,14,0,6.5,0.5,Sitting
43750,41.5,0.5,14,0,6.5,0.5,Sitting
44000,41.5,0.5,13.75,1.09,8.33,2.05,Sitting
44250,41.5,0.5,12,0,12.5,1.5,Sitting
44500,41.5,0.5,11.67,0.47,13.33,1.25,Sitting
44750,41.67,0.47,11.33,0.94,13,0.82,Sitting
45000,42,0,11.25,0.83,12.67,0.47,Sitting
45250,42,0,9.5,0.5,12.75,0.83,Sitting
45500,41.5,0.5,9,0,13,1.22,Sitting
45750,41.33,0.47,9,0,13,1,Sitting
46000,41.75,0.43,8.25,0.83,13.25,0.43,Sitting
46250,41.5,0.5,8.75,0.43,12.5,0.5,Sitting
46500,41.5,0.5,8.5,0.5,12.5,0.5,Sitting
46750,41.75,0.43,9.25,0.43,12.25,0.43,Sitting
47000,41.75,0.43,10.25,0.43,11.5,0.5,Sitting
47250,41.75,0.43,9.25,1.09,11,1,Sitting
47500,41.5,0.5,5.75,1.48,11.75,0.83,Sitting
47750,41.75,0.43,6.33,1.7,12.75,0.83,Sitting
48000,42,0,8,1.22,12.5,0.5,Sitting
48250,41.75,0.43,8.5,0.5,12.5,0.5,Sitting
48500,41.75,0.43,8.75,0.43,12.25,0.83,Sitting
48750,41.75,0.43,9.33,0.47,12.33,0.47,Sitting
49000,42,0,7,0.82,12.5,0.5,Sitting
