# Task: walking,,,,,,,
# Frequency (Hz): 20,,,,,,,
# Clock (millisecond): 250,,,,,,,
# Duration (seconds): 120,,,,,,,
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Activity
0,24.25,12.38,16.25,5.4,19.5,4.5,Walking
250,40.25,2.49,12.75,4.32,23.25,1.3,Walking
500,37.5,3.35,17.25,2.28,21.25,3.9,Walking
750,34.25,2.77,18.33,0.47,13.33,6.55,Walking
1000,40.5,3.2,13,1.73,20.25,0.83,Walking
1250,31.25,8.47,17.75,2.17,18.25,1.79,Walking
1500,35.75,3.7,18.75,1.3,14.33,4.03,Walking
1750,43.5,4.97,15,5.66,9.33,3.68,Walking
2000,37.5,1.12,15.67,1.7,16,1.22,Walking
2250,41.25,1.3,12.25,3.27,15,3.67,Walking
2500,37.25,12.36,14.75,2.49,15,5.61,Walking
2750,27,3.56,14.5,1.66,16,5.66,Walking
3000,36,4.74,12,1.87,20.25,1.09,Walking
3250,41.5,5.55,11,1.22,15.25,5.45,Walking
3500,32,4.06,16.5,4.97,18,3.67,Walking
3750,41.75,2.17,19,2.74,13.75,4.02,Walking
4000,36,4.24,14.67,2.05,18.25,2.17,Walking
4250,32.67,5.31,11.25,4.66,14.25,2.59,Walking
4500,35.75,7.33,17,1.58,13,5.1,Walking
4750,40.5,4.39,16.75,3.11,12.33,2.49,Walking
5000,38.5,2.87,13.75,3.03,15,2.24,Walking
5250,44,2.45,12.75,1.3,17.75,2.17,Walking
5500,28,9.92,13.75,2.05,16.25,0.83,Walking
5750,34,4.69,15,3.08,15.75,2.28,Walking
6000,42.5,4.03,21.33,0.94,18,0,Walking
6250,37.5,2.6,13.25,3.63,20,2.12,Walking
6500,40.75,2.77,17,0.71,14.25,4.92,Walking
6750,38.75,8.01,16.67,3.4,15.25,2.17,Walking
7000,28.5,4.5,11,6.16,15.67,2.62,Walking
7250,34.75,4.21,8.67,4.03,13.33,1.25,Walking
7500,38.75,3.63,15.33,3.3,17.25,1.3,Walking
7750,37.33,1.25,13,4.85,15,2.16,Walking
8000,41.5,0.87,9,4.12,17,1.73,Walking
8250,39.67,8.99,9,0,16,5.15,Walking
8500,31.67,1.25,15.33,4.03,19.25,2.77,Walking
8750,29,4.06,13.5,5.32,14.75,4.55,Walking
9000,38.25,2.49,15,5.1,14,1.73,Walking
9250,36.75,1.3,10.5,4.97,14.5,2.29,Walking
9500,37,4.06,20,1.41,13,1.22,Walking
9750,35.25,5.54,16,2.74,17,2.35,Walking
10000,33.5,2.6,18.25,4.21,14.75,3.83,Walking
10250,39,6.6,18.75,2.86,17.75,3.49,Walking
10500,37,1.22,18.33,4.5,15,4.97,Walking
10750,39,0.71,11.75,2.95,13.5,3.57,Walking
11000,33.5,7.26,10.5,2.06,11.25,2.59,Walking
11250,41,2.83,12.25,1.09,13.33,4.11,Walking
11500,24.75,4.44,11.75,1.09,21.75,2.28,Walking
11750,36,5.61,11.75,3.83,16.75,3.03,Walking
12000,38.67,1.25,15.33,2.87,16.5,4.03,Walking
12250,39,1.87,17.5,2.5,14.25,3.9,Walking
12500,39,4.74,13.75,2.68,15.5,5.72,Walking
12750,37.75,5.07,15.33,1.7,15.5,2.06,Walking
13000,25,3.24,10.75,5.12,14.5,2.87,Walking
13250,36.75,4.82,15,3.54,19.25,0.43,Walking
13500,34.5,2.6,11.75,6.14,17.33,2.62,Walking
13750,34.5,3.35,10.33,3.4,16.5,3.35,Walking
14000,40.5,3.35,14.25,3.27,15.5,2.6,Walking
14250,33,5.2,14.25,2.68,15.25,4.76,Walking
14500,29.25,3.27,15,4.95,18.5,3.04,Walking
14750,43.75,4.6,13.75,3.83,14.25,3.96,Walking
15000,41,1.58,15,2.45,16.67,1.7,Walking
15250,37.75,1.3,18.75,2.86,21,2.55,Walking
15500,33,7.26,12,1,17.5,4.5,Walking
15750,27.5,7.76,8.67,5.79,17.25,4.92,Walking
16000,32.25,0.83,14,2.35,15.25,5.63,Walking
16250,39.5,3.35,16.25,2.95,11.25,3.9,Walking
16500,33.33,2.05,15.33,6.02,18.75,1.92,Walking
16750,35.67,2.05,16,3,14.75,0.83,Walking
17000,33,7.35,16.25,4.82,16.5,2.69,Walking
17250,28,3.61,19.5,4.72,17.75,5.36,Walking
17500,34,4.85,20.5,2.18,14.5,3.5,Walking
17750,37.5,4.5,17.75,4.26,11.67,4.71,Walking
18000,29.75,5.45,12.5,5.59,19.25,3.56,Walking
18250,34,8.54,17.75,2.38,15.5,5.36,Walking
18500,34.5,4.5,15,3.08,18,2.12,Walking
18750,25.25,4.76,15.67,0.94,19.33,4.64,Walking
19000,36.75,5.36,17.25,2.59,19.8,2.64,Walking
19250,36.5,3.57,14.75,5.76,9.5,5.22,Walking
19500,36.5,2.87,13.25,2.49,15.75,2.86,Walking
19750,38.5,5.85,13.25,3.34,14.5,4.15,Walking
20000,29,2.12,15.75,3.11,16.5,2.06,Walking
20250,31.5,4.97,19.5,1.66,15.25,2.77,Walking
20500,40,3.67,16.75,1.79,15.5,4.15,Walking
20750,34.5,2.6,13,1.41,19.33,1.89,Walking
21000,39,5.2,12,2.12,13.75,4.6,Walking
21250,37.75,6.38,17.25,0.83,11.75,8.23,Walking
21500,19.33,8.22,17.25,2.28,23,6.48,Walking
21750,30.67,0.47,18.67,6.18,18.33,2.87,Walking
22000,34.25,3.7,18.5,5.68,11.25,1.3,Walking
22250,33.5,1.5,22.5,1.12,15.75,2.28,Walking
22500,32,4.55,18.33,1.7,15.5,5.68,Walking
22750,42.75,3.77,14.5,2.29,19,1.22,Walking
23000,31,4.42,17.5,5.5,22,2.55,Walking
23250,40.5,3.35,21.33,0.47,13,7.97,Walking
23500,36.5,11.19,19,2.92,21,2.12,Walking
23750,32.5,3.2,17.33,0.94,15,2.45,Walking
24000,42.5,2.29,16.5,3.35,10.75,2.95,Walking
24250,30.67,6.55,15,4.64,19.67,2.05,Walking
24500,32.75,2.05,16.75,8.07,16.75,3.03,Walking
24750,33,6.48,15.33,3.77,22.75,1.09,Walking
25000,37.25,4.97,13,3.24,18.75,2.17,Walking
25250,33.75,7.5,19.75,2.86,13,1.41,Walking
25500,41.25,1.79,19,5.1,15,8.86,Walking
25750,35,1.73,17.5,3.28,20,1.22,Walking
26000,29.25,5.45,19.75,1.3,20,3.67,Walking
26250,37.25,3.27,9.67,0.47,21.5,0.5,Walking
26500,36.25,2.17,15.25,3.11,16.75,5.36,Walking
26750,39.5,4.5,17.5,2.29,17.5,2.29,Walking
27000,40.75,6.02,8,5.39,15.75,2.49,Walking
27250,25,9.25,16.33,4.64,17.67,2.87,Walking
27500,39.25,5.36,15,2.12,17.5,2.06,Walking
27750,38,4.08,19,1,18.67,2.62,Walking
28000,37,1.22,15.75,1.92,17.25,3.56,Walking
28250,41.67,2.05,21.67,1.7,18.5,2.5,Walking
28500,39.5,2.87,18.5,1.66,19,1.58,Walking
28750,32,7.55,14,1.22,21.5,1.5,Walking
29000,39,3.08,13.75,4.26,18.75,2.59,Walking
29250,38.75,4.76,15.75,4.44,11.75,5.58,Walking
29500,35,2.74,14,1.22,13.5,2.87,Walking
29750,39.75,4.44,8.5,5.32,15,5.52,Walking
30000,34.75,4.76,16.75,2.49,18.75,6.3,Walking
30250,29.75,2.95,15.5,3.91,17,4.36,Walking
30500,37.25,3.7,18.5,1.8,19.25,1.79,Walking
30750,33.5,1.5,13.25,3.7,18.25,2.17,Walking
31000,36.25,3.83,11.67,4.71,13.33,2.36,Walking
31250,36.5,9.73,15,2.12,14.5,4.15,Walking
31500,31,1.41,10.67,3.4,13.33,4.11,Walking
31750,25.67,1.25,14.5,4.92,22.33,1.25,Walking
32000,36.33,2.49,15,3,16.5,4.33,Walking
32250,36.75,0.83,13.75,5.36,20,0.82,Walking
32500,38,1.73,16.25,1.64,16,3.74,Walking
32750,38.25,10.5,13.5,2.6,13.5,7.4,Walking
33000,31.5,2.6,18.25,2.77,18.25,3.7,Walking
33250,34.75,7.79,14.5,4.27,15.25,3.11,Walking
33500,39.75,4.26,11.5,2.29,18.5,3.77,Walking
33750,34.5,1.5,11.75,5.07,13.75,2.86,Walking
34000,37,4.58,12,1.41,16.67,1.7,Walking
34250,33.25,8.04,14.5,3.5,15.4,5.08,Walking
34500,22.75,6.34,18,2.16,15.67,1.25,Walking
34750,33.75,7.69,15,2.92,11,1.22,Walking
35000,37.25,3.34,10.25,5.58,16.5,4.03,Walking
35250,31.5,3.35,14,3.24,12.25,5.07,Walking
35500,29,7.48,15.75,1.48,15.33,3.4,Walking
35750,40,8.52,15.33,3.3,12,0,Walking
36000,28,5.79,15.5,3.2,13,2.24,Walking
36250,34.5,8.5,13.25,3.49,14.25,4.09,Walking
36500,42.5,4.33,20.75,2.77,15.33,5.25,Walking
36750,36.25,4.71,21.5,2.6,21,1.87,Walking
37000,30.75,7.79,13.25,3.56,19.25,2.17,Walking
37250,39,4.74,14.25,4.26,18.75,3.27,Walking
37500,33.25,1.09,21.25,0.43,20,2.12,Walking
37750,33.5,1.5,13.33,7.41,16.25,2.49,Walking
38000,39,5.87,16.5,3.57,12.5,1.12,Walking
38250,28.5,2.6,17,1.73,14.75,3.7,Walking
38500,32.5,8.9,14.67,4.5,15.33,5.44,Walking
38750,33,4.9,21.6,1.96,14,4.9,Walking
39000,32.5,7.26,19,3.74,12,1.63,Walking
39250,33,5.52,13.67,3.4,15,1.63,Walking
39500,39,3.67,18,5.2,16.75,3.49,Walking
39750,34,1.22,16.25,4.15,13,3.39,Walking
40000,38,1.41,16,4.06,16,4,Walking
40250,36.4,8.09,10,4.69,17.5,3.35,Walking
40500,32.75,2.17,15.75,3.34,14,3.08,Walking
40750,33,4.9,9.33,4.5,21,0,Walking
41000,43,2.94,12.33,4.5,13.33,5.91,Walking
41250,36,2.55,17.5,0.87,13,1.73,Walking
41500,39.75,1.3,16,5.34,12,2.24,Walking
41750,36.75,3.77,14.5,3.04,14.5,3.2,Walking
42000,30,2.45,18,0,17.5,2.87,Walking
42250,34.75,6.94,12,0,16.67,1.7,Walking
42500,41,1.87,12,2.92,6.5,2.69,Walking
42750,40.25,1.79,17,3.67,14,2.12,Walking
43000,33.67,8.34,17.33,2.62,13.5,0.5,Walking
43250,35,1.41,9.25,1.09,15.33,5.73,Walking
43500,29,1.41,12.67,2.87,11.75,4.55,Walking
43750,28.75,6.5,14,4,13.25,1.3,Walking
44000,38.25,4.44,15.25,3.49,14,1,Walking
44250,35.5,2.5,18,3.08,15.25,2.17,Walking
44500,40.75,3.63,14.25,1.79,17.5,3.91,Walking
44750,36.75,5.36,14.5,4.27,17.5,3.2,Walking
45000,29,1.87,14.75,3.42,14.5,3.5,Walking
45250,34.5,6.87,13.67,5.44,16,3.56,Walking
45500,36,2.35,18,2.94,13.67,3.09,Walking
45750,35.75,2.77,13.5,2.87,11.75,5.02,Walking
46000,36.5,9.29,14.5,3.57,19.25,3.11,Walking
46250,30.33,3.77,14.5,6.02,19,3.74,Walking
46500,27,2.45,14.67,2.87,13.25,6.1,Walking
46750,36.75,4.92,13.25,3.49,19.5,2.87,Walking
47000,38,2.92,12.25,4.44,14.5,4.82,Walking
47250,36,3.08,13.75,3.19,15.25,0.83,Walking
47500,38.5,8.96,18.5,2.29,17,5.2,Walking
47750,27.75,2.59,15.67,2.87,21,4.32,Walking
48000,25.25,10.62,18.33,2.87,19,1.41,Walking
48250,37,2.83,16.75,6.42,15,0.82,Walking
48500,30,0.82,19.33,0.94,21.5,0.5,Walking
48750,37,2.16,18.33,1.7,19.25,3.11,Walking
49000,38.5,5.68,14.25,4.15,16.5,3.2,Walking
49250,30,2.55,14,3.74,18.75,4.87,Walking
49500,28.5,4.03,17,2.24,16.25,2.86,Walking
49750,37.75,3.42,17.75,5.26,16.25,2.68,Walking
50000,37.25,2.49,19.75,1.79,12.75,7.15,Walking
50250,39,5.83,12.5,3.04,16,3.74,Walking
50500,34,7.25,12,2.55,22,3.67,Walking
50750,23.25,6.76,13,1.41,16.33,2.62,Walking
51000,39.75,4.6,16.5,4.5,17.5,2.87,Walking
51250,39,1.63,23.5,0.5,18,4.24,Walking
51500,36,4.24,15.75,2.86,9.25,2.49,Walking
51750,38.75,8.26,19.75,0.83,16.25,3.49,Walking
52000,18.33,0.47,11,2,20.5,2.18,Walking
52250,26.67,0.47,10,2.83,15.5,3.77,Walking
52500,37.5,4.33,19.75,4.26,14.5,2.5,Walking
52750,40.75,3.27,18.25,4.76,17.75,4.02,Walking
53000,33.25,1.79,16.25,4.21,17.67,2.05,Walking
53250,40.75,7.22,11.25,6.5,18,3.32,Walking
53500,23.5,0.87,16.25,4.87,13,8.22,Walking
53750,25.5,7.02,14.75,3.42,19.25,1.48,Walking
54000,40.25,1.3,14,3.74,10,6.16,Walking
54250,29.25,9.04,18.75,4.6,17,1,Walking
54500,32.25,6.5,15,0,15.33,2.87,Walking
54750,39.25,8.7,11.75,4.32,13.5,5.68,Walking
55000,30.33,0.94,16,1.58,19,1.63,Walking
55250,28.75,3.27,15.75,3.9,16.25,1.3,Walking
55500,40.75,5.31,14.5,1.66,12.5,2.18,Walking
55750,32,1.41,14.67,0.94,11.25,1.48,Walking
56000,36,3.94,17,4.18,11.75,5.02,Walking
56250,38.75,3.7,10.75,4.92,10.25,4.92,Walking
56500,29,3.39,12.5,1.5,17.75,2.77,Walking
56750,27,3.74,10.25,4.09,17,3,Walking
57000,35.75,0.43,19,2.92,14,4.69,Walking
57250,29.75,4.82,18.25,3.19,10,3.46,Walking
57500,33,8.75,9.5,1.5,16.67,1.25,Walking
57750,38.75,7.33,16.67,1.7,15.33,4.92,Walking
58000,29.25,3.27,14.75,3.77,14.75,3.9,Walking
58250,26.5,7.09,13.33,4.64,20.33,0.94,Walking
58500,42.67,3.3,14.75,2.95,16.67,1.25,Walking
58750,33,0,14.25,3.27,20,0.82,Walking
59000,33.75,4.44,17.25,3.27,19.25,3.56,Walking
59250,30.75,1.92,14.75,1.92,15.5,4.56,Walking
59500,28.75,1.3,12.25,1.92,16,1.22,Walking
59750,27,4.74,16,1.22,17.25,2.59,Walking
60000,39,4.24,15,5.89,17.5,1.8,Walking
60250,32.5,2.87,17.25,3.27,15.25,2.17,Walking
