# Task: walking,,,,,,,
# Frequency (Hz): 20,,,,,,,
# Clock (millisecond): 250,,,,,,,
# Duration (seconds): 120,,,,,,,
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Activity
0,29.75,0.43,18.75,4.44,20,2.12,Walking
250,41.25,4.44,17.33,4.5,14.67,3.68,Walking
500,34.5,8.87,9.25,2.95,18,6.04,Walking
750,31.33,6.6,13.75,2.77,22,1.41,Walking
1000,29.67,8.5,17.67,6.94,17.25,5.67,Walking
1250,37.33,3.3,20,1.41,16,3.94,Walking
1500,33.5,9.01,17,3.24,12.5,2.69,Walking
1750,39.5,4.72,12.75,7.5,18,3.24,Walking
2000,32.25,8.32,12,6.52,20,3.39,Walking
2250,35.75,5.02,17.25,3.9,19.75,1.09,Walking
2500,40.5,3.35,13.75,6.42,18.75,2.28,Walking
2750,38,1.58,15.5,3.84,15.75,3.03,Walking
3000,44.5,3.35,15.25,0.43,17.25,2.38,Walking
3250,37.5,6.8,19.33,1.7,18,2.45,Walking
3500,28.5,3.2,13.5,4.97,11.25,2.86,Walking
3750,30.67,8.18,14.5,2.87,17.33,5.91,Walking
4000,32,9.14,15.67,2.49,12,6.16,Walking
4250,29,13.47,17.5,4.33,15,6.63,Walking
4500,42.67,1.7,14.67,0.47,14.25,8.41,Walking
4750,33.75,9.28,12.25,2.86,9.5,6.58,Walking
5000,27,4.58,9.5,4.72,15.25,4.92,Walking
5250,38,5.74,19.25,2.59,13,4.42,Walking
5500,36,6.75,19,4.42,14.25,3.77,Walking
5750,33.25,3.34,12.5,2.29,10.33,5.25,Walking
6000,38,10.7,14.5,3.5,16,5.92,Walking
6250,31.5,1.5,20,1.41,17,7.87,Walking
6500,29,4.58,18.5,1.5,14.5,0.87,Walking
6750,39.75,3.27,17.75,3.49,11,1.41,Walking
7000,35.5,3.35,12.75,2.28,6.25,1.92,Walking
7250,36.67,4.03,16.5,2.06,16.33,3.09,Walking
7500,35.5,11.86,16.5,1.5,13.5,4.97,Walking
7750,29,1.41,18,2.16,13,4.24,Walking
8000,29.75,4.6,15.5,2.29,14,2.92,Walking
8250,40.25,4.44,14,7.07,12.5,4.97,Walking
8500,22,12.14,19.5,2.06,11.5,6.1,Walking
8750,32.25,3.9,12,2.12,12.5,4.03,Walking
9000,31.25,10.47,18,0.71,16.5,3.2,Walking
9250,27.25,5.63,13.75,2.77,18.25,6.26,Walking
9500,34.25,9.96,10,4.85,11.5,3.91,Walking
9750,36,2.12,21,2.55,13.75,1.92,Walking
10000,33.25,8.93,12,3.54,20.25,4.92,Walking
10250,33.25,11.76,13.25,2.38,16.5,4.15,Walking
10500,33,3.67,20.33,2.62,18,2.83,Walking
10750,36.5,6.73,14.33,3.77,16,4.32,Walking
11000,43.33,1.89,16.5,3.2,14.67,2.05,Walking
11250,40.75,2.86,15,3,12.25,2.28,Walking
11500,35.67,4.03,14.33,4.11,8.75,4.71,Walking
11750,31.75,4.6,9.5,3.28,19,5.2,Walking
12000,29,5.34,12,3.08,18.5,2.5,Walking
12250,37.75,5.58,14,4.85,20.75,5.07,Walking
12500,34,3.67,14.5,2.5,15.5,2.6,Walking
12750,31.5,4.39,19.5,2.06,11.25,1.92,Walking
13000,39,3.08,17.5,2.87,17.5,4.15,Walking
13250,30.5,1.8,17,3.67,14.67,4.5,Walking
13500,30,2.24,18.5,2.06,17.25,2.59,Walking
13750,38.75,6.83,12.33,4.5,16,1.41,Walking
14000,35.25,2.49,15.5,4.82,17,5.48,Walking
14250,36,3.67,18.67,0.94,10.67,5.44,Walking
14500,35.67,6.8,10.75,1.3,16.5,1.5,Walking
14750,33,3.94,11.33,3.3,14.5,3.91,Walking
15000,34.75,4.66,16,2.74,9,4.64,Walking
15250,41.33,2.62,17,4.97,13.75,2.49,Walking
15500,35.75,2.49,16.25,1.64,18.5,2.87,Walking
15750,35.5,3.91,14.75,2.77,17.33,1.89,Walking
16000,31,10.17,17.5,1.12,17.5,2.96,Walking
16250,27.75,2.49,11.67,4.71,13.67,1.7,Walking
16500,37,1.73,13.67,3.68,15.25,4.02,Walking
16750,39,0,17,5.1,16,3.56,Walking
17000,38.33,0.94,15,3.56,16.25,3.49,Walking
17250,39.33,4.03,14,4.97,20.5,1.8,Walking
17500,34.5,5.41,14.5,3.77,17.75,3.77,Walking
17750,26.25,3.96,18.25,2.17,16.5,4.72,Walking
