# Task: sitting,,,,,,,
# Frequency (Hz): 20,,,,,,,
# Clock (millisecond): 250,,,,,,,
# Duration (seconds): 120,,,,,,,
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Activity
0,30.25,0.43,20.75,0.43,20.5,0.5,Sitting
250,30,0,21,0,21,0,Sitting
500,30,0,21,0,21,0,Sitting
750,30,0,21,0,21,0,Sitting
1000,30,0,21.25,0.43,21,0,Sitting
1250,30,0,21,0,19.75,1.09,Sitting
1500,30,0,20.67,0.47,20.67,0.47,Sitting
1750,30,0,20.75,0.43,20.5,0.5,Sitting
2000,30,0,20.75,0.43,21,0,Sitting
2250,30,0,21,0,21.25,0.43,Sitting
2500,30,0,21,0,21,0,Sitting
2750,30.25,0.43,21.75,0.83,20.5,0.5,Sitting
3000,30.25,0.43,22.5,0.5,19.5,1.12,Sitting
3250,30.25,0.43,21.5,0.5,19.5,0.87,Sitting
3500,30,0,21,0,18.75,0.83,Sitting
3750,30,0,21,0,18.33,0.47,Sitting
4000,30.25,0.43,21,0,20.5,0.5,Sitting
4250,30.25,0.43,21,0,20.25,0.83,Sitting
4500,30.33,0.47,21,0,21,0,Sitting
4750,30.5,0.5,21,0,20,1.22,Sitting
5000,30,0,21,0,19.25,1.09,Sitting
5250,30,0,21,0,20.75,0.43,Sitting
5500,30.25,0.43,21,0,20.5,0.5,Sitting
5750,30,0,21.25,0.43,19.5,1.12,Sitting
6000,30,0,21,0,21.25,0.83,Sitting
6250,30.25,0.43,21.25,0.43,21.25,0.43,Sitting
6500,30,0,21,0,21,0,Sitting
6750,30,0,19.25,1.3,21.75,0.83,Sitting
7000,30,0,18,0,22,0.82,Sitting
7250,30,0,18.75,0.83,21.5,0.5,Sitting
7500,30.25,0.43,18.5,0.5,21,0,Sitting
7750,30.25,0.43,19.5,0.87,20.5,0.5,Sitting
8000,30,0,21,0,20.67,0.47,Sitting
8250,30,0,21,0,19.4,1.02,Sitting
8500,30,0,20.5,0.5,19,0.82,Sitting
8750,30,0,20,0.82,20.25,1.3,Sitting
9000,30,0,19.25,0.43,20.5,0.5,Sitting
9250,30,0,20.75,0.43,20.5,0.5,Sitting
9500,30,0,21,0,19,0.71,Sitting
9750,30.5,0.5,20.25,0.43,18.5,0.5,Sitting
10000,30.5,0.5,20,0,18.67,0.94,Sitting
10250,30.25,0.43,21,0,20.75,0.43,Sitting
10500,30,0,21,0,21.25,0.43,Sitting
10750,29.75,0.43,21.5,0.5,20.25,1.3,Sitting
11000,29.33,0.94,21,0,18.67,0.47,Sitting
11250,30,0,21,0,18,0,Sitting
11500,30,0,20.75,0.43,17.75,1.09,Sitting
11750,30,0,21,0,16.75,1.09,Sitting
12000,30,0,21.25,0.43,16.5,0.5,Sitting
12250,30,0,21.25,0.43,15.25,0.43,Sitting
12500,30,0,21,0,17.5,1.5,Sitting
12750,30,0,22,0.71,18.5,0.5,Sitting
13000,28.75,0.83,21.25,0.43,19.25,1.3,Sitting
13250,30,0,21.25,0.43,20.75,0.43,Sitting
13500,30,0,21.25,0.43,21,0,Sitting
13750,30,0,21,0,20.75,0.43,Sitting
14000,30,0,21,0,20.67,0.47,Sitting
14250,30,0,21.25,0.43,20.25,0.43,Sitting
14500,30,0,20.5,0.5,20,0.82,Sitting
14750,30,0,20.33,0.47,21,0,Sitting
15000,30,0,20.75,0.43,20.5,0.5,Sitting
15250,30,0,20.5,0.87,21.25,0.43,Sitting
15500,30,0,21,0,21,0,Sitting
15750,30,0,21,0,20.5,0.5,Sitting
16000,30.25,0.43,21.25,0.43,20,0.71,Sitting
16250,30,0,21,0,19.25,1.09,Sitting
16500,30,0,21,0,19.25,0.83,Sitting
16750,30,0,21,0,18,0,Sitting
17000,30,0,22,0.71,19,0.71,Sitting
17250,30,0,21.5,0.5,21,0,Sitting
17500,30,0,21,0,21.25,0.43,Sitting
17750,30,0,21,0,21,0.71,Sitting
18000,30,0,21.33,0.47,20,0.71,Sitting
18250,30,0,21.33,0.47,20.5,0.5,Sitting
18500,30,0,21,0,20.75,0.43,Sitting
18750,30,0,19,1.22,20.75,0.83,Sitting
19000,30,0,20.25,0.43,21,0,Sitting
19250,30,0,21,0,21.25,0.43,Sitting
19500,30,0,20.5,0.5,21.5,0.5,Sitting
19750,30,0,20.67,0.47,21.33,0.47,Sitting
20000,30,0,20.75,0.43,21.25,0.43,Sitting
20250,30,0,20.75,0.43,21,0,Sitting
20500,30,0,19.75,0.83,20.5,0.5,Sitting
20750,30,0,21,0,20.67,0.47,Sitting
21000,30,0,21,0,20.5,0.5,Sitting
21250,30,0,21,0,20.5,0.5,Sitting
21500,30,0,21,0,21,0,Sitting
21750,30,0,21,0,21,0,Sitting
22000,30,0,21,0,21.5,0.5,Sitting
22250,30,0,20.75,0.43,21.25,0.43,Sitting
22500,30,0,21,0,21,0,Sitting
22750,30,0,21,0,21,0,Sitting
23000,30,0,21,0,20.5,0.5,Sitting
23250,30,0,21,0,20.33,0.75,Sitting
23500,30,0,21,0,20.25,0.83,Sitting
23750,30,0,21.25,0.43,20.75,0.43,Sitting
24000,30,0,19.33,0.47,21,0,Sitting
24250,30,0,20.5,0.5,20.75,0.43,Sitting
24500,30.25,0.43,21,0,20.5,0.5,Sitting
24750,30,0,21,0,19.75,0.43,Sitting
25000,30,0,21,0,19.33,1.25,Sitting
25250,30,0,21,0,18.6,0.8,Sitting
25500,30,0,21,0,19.5,1.12,Sitting
25750,30,0,21,0,21,0,Sitting
26000,30,0,21,0,20.5,0.5,Sitting
26250,30,0,21.33,0.47,20.25,0.43,Sitting
26500,30,0,21,0,18.75,0.43,Sitting
26750,30,0,21.25,0.43,20.25,0.83,Sitting
27000,30,0,21,0,20,0.71,Sitting
27250,30,0,21,0,21,0,Sitting
27500,30,0,22,0.71,20.5,0.5,Sitting
