# Task: sitting,,,,,,,
# Frequency (Hz): 20,,,,,,,
# Clock (millisecond): 250,,,,,,,
# Duration (seconds): 120,,,,,,,
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Activity
0,42.5,0.5,8.33,3.3,16.5,2.6,Sitting
250,42.75,0.83,13.5,1.12,17.25,0.83,Sitting
500,42.25,0.43,12,0,19,0.82,Sitting
750,42.5,0.5,4.5,2.5,18,0,Sitting
1000,42.25,0.43,6.67,4.11,18.75,0.83,Sitting
1250,42,0,9.33,2.05,17,1.41,Sitting
1500,42,0,6.8,3.43,12.75,1.3,Sitting
1750,42,0,12.33,0.47,11.33,0.47,Sitting
2000,42,0,13.25,0.43,2.75,2.05,Sitting
2250,42,0,10.75,1.64,6,0,Sitting
2500,42,0,10.75,1.64,3,1.63,Sitting
2750,42,0,12,0.71,5,2.74,Sitting
3000,42,0,11.5,0.5,9,0,Sitting
3250,42,0,12,0,8.75,1.48,Sitting
3500,42,0,11.67,0.47,11.5,0.87,Sitting
3750,42.25,0.43,14,0.71,12,0,Sitting
4000,42,0,15,0,11.5,0.5,Sitting
4250,42.25,0.43,14.75,0.83,12.75,0.83,Sitting
4500,42,0,15.5,2.06,14,1.22,Sitting
4750,42.25,0.43,13.67,1.89,11.67,2.05,Sitting
5000,42,0,13,2.74,15.25,2.77,Sitting
5250,42,0,14.25,1.3,15.67,0.94,Sitting
5500,42.33,0.47,5.67,1.7,12.67,2.62,Sitting
5750,42.25,0.43,11.25,1.3,3.25,1.79,Sitting
6000,42.25,0.43,13.25,1.79,5.75,2.77,Sitting
6250,42,0,13,1.41,9,2.55,Sitting
6500,42,0,16,1.22,8.25,2.86,Sitting
6750,41.5,0.87,14.75,1.92,7.25,1.79,Sitting
7000,40.75,0.43,13,1.22,10.25,0.83,Sitting
7250,41.5,0.5,16.5,1.12,8,1.58,Sitting
7500,41,1,17,0.71,3,1,Sitting
7750,41,0.71,15,0,6.75,3.19,Sitting
8000,40.5,0.5,15.25,0.43,9.75,0.83,Sitting
8250,40.5,0.5,15,0,8.33,0.47,Sitting
8500,40.5,0.5,15.5,0.5,7.75,0.43,Sitting
8750,40.67,0.47,17,1,7,1.41,Sitting
9000,40.5,0.5,18,0,10.75,1.79,Sitting
9250,40.33,0.47,19,1.41,14.75,2.17,Sitting
9500,41,0.71,21.25,0.43,19.5,1.12,Sitting
9750,41.2,0.98,21.8,0.4,20.75,0.43,Sitting
10000,41.5,0.5,21.75,0.43,20.75,0.43,Sitting
10250,40.67,0.94,21.33,0.47,20.75,0.43,Sitting
10500,41.25,0.83,20.75,0.43,19,1,Sitting
10750,40.75,0.83,17,1.58,12.67,2.49,Sitting
11000,40.5,0.5,14,0.71,3.67,1.7,Sitting
11250,40.75,0.83,15.25,0.43,9,1.87,Sitting
11500,41,0.71,16.5,0.5,12.25,0.43,Sitting
11750,40.5,0.5,15.33,0.47,11,0.82,Sitting
12000,40.75,0.83,14.75,0.43,7.67,2.62,Sitting
12250,40.75,0.43,14.5,0.5,4.75,1.3,Sitting
12500,41,0.82,15,0,7.67,0.94,Sitting
12750,41.33,0.47,19.33,1.25,6.25,1.64,Sitting
13000,42,0,19.5,2.6,6,0,Sitting
13250,42,0,18.5,0.5,10,3.24,Sitting
13500,42.5,0.5,21,0,11,3.67,Sitting
13750,42,0,19.33,2.05,8.5,0.5,Sitting
14000,41.75,0.43,15.25,3.83,15,2.55,Sitting
14250,41.5,0.5,10,0,17.5,0.5,Sitting
14500,41.83,0.37,5,3.27,17.2,0.98,Sitting
14750,42,0,12.5,2.87,18.67,0.94,Sitting
15000,42,0,14.75,1.92,16.75,0.83,Sitting
15250,42,0,15,0.82,13.5,1.5,Sitting
15500,42,0,18.25,0.43,10.75,0.83,Sitting
15750,42,0,15,3.67,7.75,4.09,Sitting
16000,42,0,18.5,0.5,12,1.22,Sitting
16250,42.25,0.43,19.5,0.5,10,0.82,Sitting
16500,42.5,0.5,17.75,4.09,13.75,3.19,Sitting
16750,42.25,0.43,20,1.73,10.25,3.03,Sitting
17000,42,0,17.5,2.29,13,1.87,Sitting
17250,42,0,13,0.82,14.25,0.83,Sitting
17500,42,0,15.33,0.94,14.33,0.47,Sitting
17750,41.5,0.5,18.25,0.43,14.75,0.43,Sitting
18000,41.5,0.5,17,3,13.5,5.59,Sitting
18250,41.5,0.5,18,0,8.33,5.19,Sitting
18500,41.67,0.47,18.25,0.43,13.67,1.25,Sitting
18750,41.75,0.43,15.75,0.43,14.67,1.25,Sitting
19000,41.5,0.5,13,0.82,17.5,1.5,Sitting
19250,41.67,0.47,11.5,0.5,18.75,0.83,Sitting
19500,42,0,12.5,0.87,19,0.71,Sitting
19750,42,0,15.25,0.43,17.33,0.94,Sitting
20000,41.75,0.43,15.5,0.5,15.5,0.87,Sitting
20250,42,0,11,3,11.5,4.72,Sitting
20500,42,0,15.33,2.49,12.75,1.3,Sitting
20750,42,0,15.33,0.47,9,1.41,Sitting
21000,42,0,14.75,0.43,10.5,1.12,Sitting
21250,42,0,14.67,0.47,11.67,0.47,Sitting
21500,42,0,15.6,0.49,12.4,0.8,Sitting
21750,42,0,17.67,0.47,12,0,Sitting
22000,42,0,16.25,0.83,12.33,0.47,Sitting
22250,42,0,16,0.71,12,0,Sitting
22500,42,0,12.33,6.02,10.5,2.6,Sitting
22750,42,0,16.75,0.43,13.33,1.25,Sitting
23000,42,0,18,0,14,1,Sitting
23250,42,0,17.25,0.43,15,0,Sitting
23500,42,0,17,0,15.67,0.47,Sitting
23750,42,0,17,0.71,15.75,0.43,Sitting
24000,42,0,16.33,0.47,16,0.82,Sitting
24250,42,0,16,0,16.5,0.5,Sitting
24500,42,0,15.75,0.43,17.25,0.43,Sitting
24750,42,0,15.5,0.5,18,0,Sitting
25000,42,0,16,0,18.25,0.43,Sitting
25250,42,0,15,0,18,0,Sitting
25500,42,0,15.5,0.5,17.75,0.43,Sitting
25750,42,0,16,0.71,18.25,0.43,Sitting
26000,42,0,16,0,18,0,Sitting
26250,42,0,15.25,0.43,18,0,Sitting
26500,42,0,15,0,18,0.71,Sitting
26750,42,0,14.67,0.47,17.75,0.43,Sitting
27000,42,0,15.5,0.5,18.5,0.5,Sitting
27250,42,0,14,0,18.67,0.47,Sitting
27500,42,0,14,0.71,19.5,1.12,Sitting
27750,42,0,12.75,0.43,19,0.82,Sitting
28000,42,0,12.67,0.47,18.5,0.5,Sitting
28250,42,0,12.25,0.43,18.25,0.43,Sitting
28500,42,0,12.75,0.43,18.25,0.43,Sitting
28750,42,0,13.25,0.43,18.5,0.5,Sitting
29000,42,0,14,0.71,18.33,0.47,Sitting
29250,42,0,14.25,0.83,19,0.71,Sitting
29500,42,0,12.5,0.5,18.5,0.5,Sitting
29750,42,0,12.67,0.47,18.33,0.47,Sitting
30000,42,0,14,0,18.5,0.5,Sitting
30250,42,0,11.75,0.43,18.67,0.94,Sitting
30500,42,0,13,0,18.75,0.83,Sitting
30750,42,0,13.25,0.43,18.75,0.43,Sitting
31000,42,0,13,0,18.5,0.5,Sitting
31250,42,0,14.75,0.43,18,0,Sitting
31500,42,0,14.5,0.5,18,0,Sitting
31750,42,0,14,0,17.75,0.43,Sitting
32000,42,0,15,0,17.5,0.5,Sitting
32250,42,0,15,0,17.75,0.43,Sitting
32500,42,0,14,0,17.67,0.47,Sitting
32750,42,0,14,0,17.5,0.5,Sitting
33000,42,0,13.75,0.83,18.5,0.87,Sitting
33250,42,0,15.5,3.04,20,0.82,Sitting
33500,42,0,10.67,2.49,14.5,3.64,Sitting
33750,42,0,13.5,1.66,6.75,0.83,Sitting
34000,42,0,10,5.89,11.25,3.49,Sitting
34250,41,0.71,13.5,1.12,19,1.22,Sitting
34500,40.75,0.83,15.75,0.43,18,1.87,Sitting
34750,40.5,0.5,15,0,13.25,0.83,Sitting
35000,41.75,0.43,15.25,0.83,9.5,0.5,Sitting
35250,42,0,6.33,4.5,13,3.56,Sitting
35500,42,0,8,4.53,19,0.82,Sitting
35750,42.25,0.43,14.25,0.83,18.5,0.5,Sitting
36000,42,0,15.33,0.47,17,1.22,Sitting
36250,42,0,17,0.71,13.5,1.12,Sitting
36500,42,0,17.5,0.5,12.25,0.43,Sitting
36750,42,0,14.75,0.43,14,1.58,Sitting
37000,42,0,12.25,0.43,16.5,1.12,Sitting
37250,42,0,12,0,17.75,0.43,Sitting
37500,42,0,12,0,18,0,Sitting
37750,42,0,12,0,18,0,Sitting
38000,42,0,12,0,18,0,Sitting
38250,42,0,11.75,0.43,18.25,0.43,Sitting
38500,42.25,0.43,10.5,1.12,17.75,0.43,Sitting
38750,42,0,13,0,10.5,2.69,Sitting
39000,42,0,12.67,0.94,8.75,1.09,Sitting
