# Task: lying,,,,,,,
# Frequency (Hz): 20,,,,,,,
# Clock (millisecond): 250,,,,,,,
# Duration (seconds): 120,,,,,,,
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Activity
0,39.5,0.5,4.33,1.25,12,0,Lying
250,39.5,0.5,7,0,12.33,0.47,Lying
500,39.5,0.5,6.33,2.49,11.75,0.43,Lying
750,39.67,0.47,8.75,1.3,12.67,0.47,Lying
1000,39.5,0.5,5,0.71,11.75,0.43,Lying
1250,39.5,0.5,7.5,1.66,11.5,0.5,Lying
1500,39.67,0.47,6.25,2.38,9,0,Lying
1750,39.33,0.47,6.33,0.47,9,1.87,Lying
2000,39.33,0.47,7.33,2.62,11,0.71,Lying
2250,39.5,0.5,11,1.22,11,1,Lying
2500,39.5,0.5,8,0.71,10,1.22,Lying
2750,39.5,0.5,9.25,0.43,7.75,0.43,Lying
3000,39.5,0.5,6.67,0.47,8.67,0.47,Lying
3250,39.33,0.47,5,1,9.33,0.47,Lying
3500,39.5,0.5,3.75,0.83,10.5,0.5,Lying
3750,40,1,2.33,0.47,10,0.82,Lying
4000,39.5,0.5,5,0,9.67,0.47,Lying
4250,40,0,5.75,0.43,10,0,Lying
4500,39.33,0.47,5,0,9.5,0.5,Lying
4750,39.5,0.5,5.25,0.43,9.5,0.5,Lying
5000,39.33,0.47,6,0,9.5,0.5,Lying
5250,39.5,0.5,6,0,8.75,0.43,Lying
5500,39.5,0.5,6.25,0.43,8.5,0.5,Lying
5750,39.75,0.43,6.25,0.43,8.25,0.43,Lying
6000,39.5,0.5,7.25,0.43,8.25,0.43,Lying
6250,39.5,0.5,8,0,8.5,0.5,Lying
6500,39.5,0.5,6.75,0.83,8.5,0.5,Lying
6750,39.5,0.5,6,0,8.75,0.43,Lying
7000,39.5,0.5,6.25,0.43,8.5,0.5,Lying
7250,39.5,0.5,6.75,0.43,8.5,0.5,Lying
7500,39.33,0.47,6.67,0.47,8.5,0.5,Lying
7750,39.75,0.43,7,0,8.5,0.5,Lying
8000,39.75,0.43,7,0,8.5,0.5,Lying
8250,39.67,0.47,8.33,0.47,8.5,0.5,Lying
8500,39.4,0.49,7.6,0.49,8.5,0.76,Lying
8750,39.5,0.5,5.75,0.83,11,1.22,Lying
9000,39.5,0.5,4,0,11.67,0.47,Lying
9250,39.5,0.5,4.75,0.43,12,0,Lying
9500,39.67,0.47,5,0,12,0,Lying
9750,39.5,0.5,5.25,0.83,11.5,0.5,Lying
10000,39.5,0.5,5.5,0.5,11.5,0.5,Lying
10250,39.67,0.47,5.25,0.83,11.33,0.47,Lying
10500,39.5,0.5,6.5,0.87,10,1,Lying
10750,39.33,0.47,4,0,10,0,Lying
11000,39.5,0.5,5.75,0.43,9.5,0.87,Lying
11250,39.5,0.5,3.75,0.83,9.5,1.12,Lying
11500,39.5,0.5,2.75,0.43,9.5,0.5,Lying
11750,39.5,0.5,2,0,9,0,Lying
12000,39.5,0.5,1.25,0.43,9,0,Lying
12250,39.67,0.47,2.75,0.83,10,0.82,Lying
12500,39.33,0.47,6.5,0.5,9.67,0.47,Lying
12750,39.5,0.5,7.75,0.43,9.25,0.43,Lying
13000,39.5,0.5,7.5,0.5,9.25,0.83,Lying
13250,39.5,0.5,6.25,0.43,9.75,0.43,Lying
13500,39.5,0.5,6.5,0.5,10.75,0.43,Lying
13750,39.67,0.47,5.5,0.5,11.67,0.47,Lying
14000,39.5,0.5,5.25,0.43,11,1,Lying
14250,39.67,0.47,5.5,0.5,11.67,0.47,Lying
14500,39.5,0.5,6,0,11.5,0.5,Lying
14750,39,0,6,0,11.25,0.43,Lying
15000,39.5,0.5,6.5,0.5,11,1,Lying
15250,40,0,6.67,0.47,11.5,0.5,Lying
15500,39.67,0.47,6.5,0.5,11,0.82,Lying
15750,39.5,0.5,8,0,10.75,0.83,Lying
16000,39.5,0.5,7.5,0.5,11,0.71,Lying
16250,39.5,0.5,7.25,0.43,11,0.71,Lying
16500,39.5,0.5,7,0,11.25,0.83,Lying
16750,39.5,0.5,6.25,0.43,11,1,Lying
17000,39.5,0.5,6,0,11.5,0.5,Lying
17250,39.5,0.5,6,0,10.75,0.43,Lying
17500,39.5,0.5,6,0,11.25,0.83,Lying
17750,39.75,0.43,6.75,0.43,11.25,0.83,Lying
18000,39.5,0.5,6.25,0.43,11.5,0.5,Lying
18250,39.5,0.5,6.25,0.43,11.5,0.5,Lying
18500,39.5,0.5,6,0,10.75,0.43,Lying
18750,39.5,0.5,5.67,0.47,11,0.82,Lying
19000,39.5,0.5,4,0.71,11.75,0.43,Lying
19250,39.67,0.47,3,0,12,0,Lying
19500,39.5,0.5,3.75,0.43,12,0,Lying
19750,39.75,0.43,5.5,0.5,11.25,0.83,Lying
20000,39.75,0.43,5.5,0.5,11.5,0.5,Lying
20250,39.8,0.4,5,0,11.6,0.49,Lying
